src_text,mt_text,ground_truth_classification,predicted_label,match,comet_score
"El 1 de enero comenzaron los problemas, cuando docenas de lugareños presentaron quejas en la oficina de correo de Obanazawa por no haber recibido sus tarjetas tradicionales y usuales de Año Nuevo.","On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.",1_No_hallucination,2_Small_hallucination,False,
"Netito chupame bien la verga ok , salvadoreño negro de mierda chupa pito , anda mirando a tu mujer que te la andan cojiendo por ahi ok saludos putito","Clean , suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .",1_No_hallucination,4_Full_hallucination,False,
"El equipaje que se descuida se vuelve un objetivo de robos y, al mismo tiempo, atrae la atención de las autoridades, que se encuentran alertas ante posibles amenazas de bomba.","Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.",1_No_hallucination,,False,
"Necesito encontrar información sobre el escudo florentino de la flor de lis! si alguien sabe algo, que hable ahora o calle para siempre !","I need to find out more about the Florentine flower, if anyone knows anything about it.",2_Small_hallucination,,False,
"El griego Strabo, erudito en historia, apuntó su nombre más tarde, que es el que hoy conocemos. El templo se derribó la misma noche en que nació Alejandro el Grande.","The Greek historian Strabo later recorded his name, as we know it today. The temple collapsed on the night Alexander the Great was born.",1_No_hallucination,,False,
"La isla de Bowen es un conocido viaje para hacer en un día o en un fin de semana y que incluye kayak, caminatas, tiendas comerciales, restaurantes y entre otros.","Bowen Island is a well-known destination for kayaking, hiking, and picnicking, among other things.",2_Small_hallucination,2_Small_hallucination,True,
"Las agencias de viajes han existido desde el siglo XIX. Por lo general, un agente de viajes es una buena opción para casos en que el viajero no cuenta con experiencia previa en cuestiones como la naturaleza, la cultura, el idioma o los países de bajos ingresos.","Travel agencies have existed since the 19th century.A travel agent is usually a good option for cases where the traveller has no prior experience in matters such as nature, culture, language or low-income countries.",1_No_hallucination,,False,
"expulsarme definitivamente, si puedo volver cuando quiera?","I mean, you know, I'm going to have to go back to work.",4_Full_hallucination,,False,
El Triceráptors podría haber arrancado las hojas con su robusto cuerno en lugar de comerse el tronco.,The Triceratops may have picked up the leaves with their robust horn instead of eating the trunk.,1_No_hallucination,,False,
No debería jugar en la selección además juega pésimo por la selección.,He shouldn't be playing for the national team.,1_No_hallucination,,False,
18px,This is not a problem.,4_Full_hallucination,,False,
Guarde otra copia en la maleta y una digital (envíela por correo electrónico como archivo adjunto o súbala a la «nube»).,Keep another copy in the suitcase and email it as an attachment or a submission to the cloud.,1_No_hallucination,,False,
Por qué insistimos en decir que fue ministro de Información y Turismo cuando Francisco Franco era jefe del Estado?,Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?,1_No_hallucination,2_No_hallucination,False,
"«Todos estábamos, sencillamente, en estado de conmoción absoluta», declaró la madre.","""We were all, simply, in a state of absolute shock"", the mother declared.",1_No_hallucination,2_Small_hallucination,False,
Ya me preguntaba dónde andarías porque hacía unos días que no te veía por ahí.,I was wondering where you were going because I haven't seen you around in a few days.,1_No_hallucination,,False,
Alvaro Perez Perez (discusión) 18/01/2013 (UTC),The European Parliament has adopted a resolution on the proposal for a European Parliament and Council directive amending Regulation (EC) No 45/2001 on the approximation of the laws of the Member States relating to the protection of individuals with regard to the processing of personal data.,4_Full_hallucination,,False,
Dice que es 0 veces más veloz .,He says it 's 0 times faster .,1_No_hallucination,,False,
"Mis opiniones las expreso como quiero, pero no dejo que influencien mis ediciones del artículo.","I express my views as much as I want, but I don't let them influence my writing.",3_Partial_hallucination,,False,
DA LA CARA!!,Give it up!,4_Full_hallucination,1_No_hallucination,False,
"Por ello, los permisos de travesía para toda fecha de inicio dentro del mes de mayo estarán disponibles a partir del 1 de enero.","For this reason, travel authorisations for any start date within May will be available from 1 January.",1_No_hallucination,,False,
La NBA tomó la decisión tras el resultado positivo de un jugador de Utah Jazz para el virus COVID-19.,The NBA made the decision after a Utah Jazz player tested positive for the virus.,1_No_hallucination,2_Small_hallucination,False,
"La mayor parte de los objetos que fueron enterrados con Tutankamón se han conservado en buen estado, entre ellos, miles de artefactos elaborados con metales preciosos y piedras exóticas.","Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.",1_No_hallucination,,False,
"Victoria Falls es una ciudad en el oeste de Zimbabwe, pasando la frontera con Livingstone, Zambia, y cercana a Botswana.","Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.",1_No_hallucination,,False,
Seguidamente comentó: «Es una situación de gravedad. Den por seguro que nuestro sistema funciona tan bien como debería».,"He said: ""It's a very serious situation, and I'm sure it's going to work.",2_Small_hallucination,,False,
", cambiado «español» por «hispanouruguayo», que lo refleja mejor.",", changed from Spanish to Uruguayan, which better reflects it.",1_No_hallucination,2_Small_hallucination,False,
He aportado datos concretos y verificables para enriquecer y ajustar a la realidad el artículo.,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,1_No_hallucination,,False,
"Una caballería es una fuerza de combate montada a caballo. En aquel tiempo, todavía no existían las monturas; la caballería asiria batalló sobre los lomos desnudos de los equinos.","A cavalry force is a force for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers.",3_Partial_hallucination,,False,
La sangre fluye desde el corazón a través de unas vías llamadas arterias y regresa a éste por otras denominadas venas. Los conductos más pequeños de todos reciben el nombre de capilares.,"Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries.",2_Small_hallucination,,False,
Pero lo real es que Obama es nestizo.,"But the real thing is, Obama is a jerk.",2_Small_hallucination,2_Small_hallucination,True,[0.5129210948944092]
me llamo aziz soy un pro comparados con otros quien lo leea es tonto a lo mejor es que tengo faltas pero es porque no lo leeo,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,1_No_hallucination,3_Partial_hallucination,False,
"Bueno, Buce, ¡Qué los cumplas muy feliz! .","Well, I guess I'll just have to say goodbye.",4_Full_hallucination,,False,
"como me vuelvas a tocar los huevo borrandome un articulo de MV, te arranco las piernas ke soy pucelano yo tambien.","If you ever touch me again, I'll rip your legs off, and I'll be fine.",2_Small_hallucination,,False,
Hsieh también manifestó que el agraciado Ma era más apariencia que contenido.,Hsieh also stated that the graceful Ma was more of an appearance than a content.,1_No_hallucination,,False,
Este problema cada vez es menos importante gracias a que los fabricantes de lentes logran estándares más altos en su producción.,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,1_No_hallucination,,False,
Chien(ôÔ) 20:55 5 enero 2007 (CEST),It's the first time I've ever been in a relationship with a woman.,4_Full_hallucination,1_No_hallucination,False,
"Disculpa que hemos guardado el contenido a mitad del trabajo ya está resuelto, gracias.Lluma-",I'm sorry we kept the content in the middle of the day.,2_Small_hallucination,2_Small_hallucination,True,
"Bueno, nada, el ñoño ese me soltó no me acuerdo ya el que, en el artículo que veo borró Gaeddal en realidad finalmente, en ese yo no hacía más que revertirlo, que quitaba el destruir él","Well, I don't remember the last time I saw him, but I'm sure he'd be happy to see me get out of the way.",3_Partial_hallucination,2_Small_hallucination,False,[0.25730326771736145]
Estos eventos suelen durar de tres a seis meses y se realizan en predios de una superficie no menor a 50 hectáreas.,These events usually last from three to six months and are held on premises of not less than 50 hectares.,1_No_hallucination,,False,
Saludos.Marcos,Greetings from all over the world,4_Full_hallucination,1_No_hallucination,False,
"Che ,payaso ,las IPs publicas las puede tener cualquiera ,FIJATE CON QUIEN TE METES , payasos ignorantes, lo importante es el FULBO","That's right, you've got a lot to do with the fact that you're not the only one who can't afford it.",4_Full_hallucination,,False,
"el hip-hop y el regeton no tienen nada en comun. todo el que dice que el regeton viene del hip-hop o de el rap, es porque esta mal de la cabeza y no tiene ni idea de que es el regeton (pura basura).","Hip-hop and reggaeton have nothing in common. Everyone who says reggaeton comes from hip-hop or rap, it's because he has a headache and he has no idea what reggaeton is.",1_No_hallucination,3_Partial_hallucination,False,
Por milenios y milenios las personas han fabricado y utilizando lentes de aumento.,For millennia and millennia people have manufactured and used magnifying glasses.,1_No_hallucination,3_Partial_hallucination,False,
"Desde su concepción, The Onion se ha vuelto un verdadero imperio de parodias de noticias, con una edición impresa, una página web que recibió 5 000 000 de visitas únicas en el mes de octubre, publicidad personal, una red de noticias las 24 horas, pódcast y el recientemente lanzado atlas mundial llamado Nuestro Bobo Mundo.","Since its inception, The Onion has grown into a full-fledged media empire, featuring a printed edition, a website with 5 million unique visitors per month, and a 24-hour newsgroup, a podcast, and a global catalogue.",2_Small_hallucination,3_Partial_hallucination,False,
"Deberían añadir el PIB nominal per capita, de acuerdo (es sería más imparcial en mi opiníon, eso es, los dos, el nominal y el PBI PPA per capita): 46 Uruguay 14,672 49 Chile 13,970 53 Brazil 12,917 61 Argentina 10,640 http://www.imf.org/external/pubs/ft/weo/2011/02/weodata/weorept.aspx?sy=2011&ey=20","They should add the nominal GDP per capita, agree (it would be more impartial in my opinion, that is, the two, the nominal and the PPA GDP per capita): 46 Uruguay 14,672 49 Chile 13,970 53 Brazil 12,917 61 Argentina 10,640 http://www.imf.org/external/pubs/ft/weo/2011/02/weodata/weorept.aspx?sy=2011&ey=20",1_No_hallucination,3_Partial_hallucination,False,
Lo desarrolló John Smith en la década de 1970 a fin de contribuir con los plegadores inexpertos o con habilidades motoras reducidas.,It was developed by John Smith in the 1970s to help inexperienced folders or those with reduced motor skills.,1_No_hallucination,2_Small_hallucination,False,
el pene es el k se le atoro el otro dia a alfonso barrera martines al intentar lamberlo una ves k se lo pudieron sacar era demaciado tarde,The penis is the same as the one you used to have the other day when you tried to lick it.,3_Partial_hallucination,2_Partial_hallucination,False,[0.3212984800338745]
travis es una berga joto deverias aprender de su musica seudo punki caguamero travis es exelente y eso no lo puedes negar ¿quien es el idiota ahora?,Travis is a hothead. You should learn from his music.,2_Small_hallucination,3_Partial_hallucination,False,
"{| class= infobox_v2 ! class= slim colspan= 2 style= background-color:#f0e68c; font-size:120% | Black 45 |230px |- | Nombre Amazan Mathieu | Nacimiento 22 de junio de 1989 () | Origen ,Port-au-Prince | Género(s) Latin, Urban, Music, Reggaetón | Ocupación Cantante, composi",This is the first time I've ever heard of this song. It's the first time that I've heard it.,4_Full_hallucination,,False,
Procure asegurarse de que el agente con el que haga su reserva cuente con conocimiento especializado sobre Galápagos y sobre una amplia variedad de barcos en ese destino.,Make sure that the agent with whom you make the reservation has the expertise of a wide variety of ships.,1_No_hallucination,,False,
Se dio inicio a una pesquisa para investigar.,He started a search to find out.,1_No_hallucination,,False,
Las conexiones de cable de fibra óptica submarinos que llegan hasta Europa y el satélite de banda ancha hacen posible que Groenlandia cuente con buena conectividad y que el 93% de la población tenga acceso a Internet.,Underwater fibre connections to Europe and to the rest of the world make it possible for Greenland to have good connectivity and to have access to the internet for the first time.,3_Partial_hallucination,,False,
Pero lo real es que Obama es nestizo.,"But the truth is, Obama's got a lot to do with it.",3_Partial_hallucination,,False,[0.6025899052619934]
"Dado su éxito con los submarinos, desde la guerra no genera confianza que los alemanes sean dueños de grandes cantidades de este tipo de naves.","Given the success of the submarines, there is no doubt that the Germans owned large quantities of them.",1_No_hallucination,,False,
"Los cirujanos contaban con conocimientos sobre distintos sedantes, como la morfina extraída de las semillas de amapola o la escopolamina, obtenida de semillas de beleño.","The surgeons had knowledge of different types of sedation, such as the morphine extracted from the seeds of poppy seeds.",2_Small_hallucination,,False,
"¿Qué es una célula? Este término deriva del latín cella, que significa «cuarto de tamaño reducido», y fue empleado por primera vez por un microscopista mientras estudiaba la estructura del corcho.","What is a cell? This term is derived from the Latin cell, meaning ""reduced-sized quarter"", and was first used by a microscopist while studying the structure of the cork.",1_No_hallucination,,False,
El imbesil ete dela luna no se entera ni ostias so ijo puta!! esto es un nicho ecológico i no un puto forum dela luna Coño ya!!! agregame: metemelamasadentro_ahsi@hotmail.com acias.,"I don't know if I'm going to be able to do this, but I'm sure it's going to be a good time to talk to you about it.",4_Full_hallucination,2_Small_hallucination,False,
MURO DE AGUA VETYE A TOMAR POR CULO IGNORANTE,The water wall is about to take on an ignorant backdrop,3_Partial_hallucination,,False,
Artículo reprobado tras no cumplir con los plazos dados.,The article was rejected after failing to meet the deadline.,1_No_hallucination,2_No_hallucination,False,
"Jajaja, perrín ladrador...","Wow, you barking puppy...",1_No_hallucination,2_Small_hallucination,False,
"En su discurso, de dos horas, expresó: «Hoy Apple va a reinventar el teléfono. Este día haremos historia».","In his two-hour speech, he said, ""Today, Apple is going to re-invent the phone.",1_No_hallucination,2_Small_hallucination,False,
"NO ESTES SABOTEANDO PAGINAS, ESTO ES UNA ADVERTENCIA.)","You're not sabotaging pages, this is a warning.)",1_No_hallucination,2_Small_hallucination,False,
"No obstante, en la actualidad existen artistas del grafiti reconocidos, se celebran eventos de esta disciplina y hay muros «legales». En este contexto, las pinturas de grafiti pueden, con frecuencia, asemejarse más a obras de arte que a etiquetas ilegibles.","However, nowadays there are recognized graffiti artists, there are events of this discipline and there are legal walls.",1_No_hallucination,2_Small_hallucination,False,
te insisto: no existe ningún vándalo llamado remo y rómulo que te persiga o moleste.,"I'm telling you, there's no such thing as a rocking chair.",3_Partial_hallucination,,False,[0.7722283601760864]
"Hasta los desiertos más cálidos pueden tornarse dramáticamente fríos durante la noche. Si no cuenta con ropa de abrigo, corre un riesgo real de sufrir de hipotermia.","Even the hottest deserts can become dramatically cold at night, and if you don't have warm clothes, you're at a real risk of hypothermia.",1_No_hallucination,,False,
"El tipo Pureland es un origami en el que solo se permite realizar pliegue a la vez, no se pueden hacer aquellos que son más complejos, como los inversos, y todos tienen ubicaciones sencillas.","The Puritan style is one in which you can only fold at a time, and you can't fold at the same time, and it's all in the same place.",3_Partial_hallucination,3_Partial_hallucination,True,[0.3163169324398041]
Entrar en su propio vehículo y dar inicio a un extenso viaje por tierra tiene un atractivo intrínseco en su simpleza.,Getting into your own vehicle and embarking on an extensive journey over land has an intrinsic appeal in its simplicity.,1_No_hallucination,,False,
"Hola El poyudo, tenga en cuenta que al página de usuario no es para crear artículos, garabatos ni pruebas.","Hi Poyudo, please note that the user page is not for creating articles, scratches or tests.",2_Small_hallucination,2_Small_hallucination,True,
El turismo cultural es aquel cuyo objetivo es el de visitar un sitio en particular para conocer su historia y su cultura.,Cultural tourism is the activity of visiting a particular place to learn about its history and culture.,3_Partial_hallucination,2_Small_hallucination,False,
"de esto, y ?","of this, and so forth.",2_Small_hallucination,,False,
Escribió un libro autobiográfico en 1998.,He wrote an autobiographical book in 1998.,1_No_hallucination,,False,
"Los principales investigadores principales sostienen que esto puede permitir la detección precoz del cáncer, la tuberculosis, el VIH y la malaria en pacientes de países de bajos recursos, donde la tasa de supervivencia de enfermedades como el cáncer de mama puede ser la mitad de la de los países más avanzados.","Leading researchers argue that this can lead to early detection of cancer, tuberculosis, and malaria in low-income countries, where the survival rate for breast cancer is about half that of the developed world.",1_No_hallucination,2_Small_hallucination,False,
"En tu cobardía has preferido bloquear antes que ha responder a mis justas inquietudes, lo que me demuestra que tu, como Jossi y José FM son unos vulgares esbirros del falso maestro que es Prem Rawat..","In your cowardice you have preferred to block before it has responded to my just concerns, which proves to me that you, like Jossi and José FM are vulgar scoundrels of the false master who is Prem Rawat.",1_No_hallucination,2_Partial_hallucination,False,
"esto es solo una advertencia, la cruzada contra este articulo que es un bodrio impresionante ha comenzado lentamente, pero no parará hasta que cambien esta mierda, y la vuelvan imparcial, según los canones de wiki","This is just a warning, the crusade against this article that's an impressive burn has begun slowly, but it won't stop until they change this shit, and make it fair, according to wiki canons.",2_Small_hallucination,2_Partial_hallucination,False,
tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas tetas,breastfeeding breasts breasts breast feeding breast feeds breastfeed breastfeeds breast feed breast feeder breast feather breast feeders breast feathers breast fewer breast fever breast fevers breast featuring breast feces breast feast feeding feeding fever feeding feeder feeding feeds feeding feeders feeding feather feeding feathers,3_Partial_hallucination,4_Full_hallucination,False,
"bueno amigos todos primero hay que saber si realmente el hombre existio y luego hablamos de la muerte, no sera otra mentirita de propaganda de los yankis locos","Well, first of all, we need to know if the man actually existed, and then we need to talk about the death penalty.",3_Partial_hallucination,2_Small_hallucination,False,
Se dio inicio a una pesquisa para investigar.,An investigation was launched to investigate.,1_No_hallucination,,False,
La cápsula tendrá un gran parecido a una estrella fugaz que atraviesa el firmamento.,The capsule will look like a flying star in the sky.,1_No_hallucination,2_Small_hallucination,False,
"Muchos saludos, Farisori » 17:12 11 may 2013 (UTC)",I'm going to say goodbye to you.,4_Full_hallucination,2_No_hallucination,False,
22 años desde que murio y me rio igual de las tonterias de el viejo...,22 years since I died and laughed like the old fool...,1_No_hallucination,3_Partial_hallucination,False,
"En las estaciones de montaña de la India, la temporada alta de turistas, por lo habitual, llega a su punto más alto durante el verano.","In India's mountain resorts, the peak tourist season usually reaches its peak during the summer.",1_No_hallucination,,False,
"Si insistes, y ya lo habías hecho antes en ese artículo, las revertiré y empezaré a pasarte plantillazos de vandalismo.","If you insist on it, and you've done it before, I'll reverse it, and I'll give you some kind of breakdown.",3_Partial_hallucination,,False,[0.27990350127220154]
Excúsame.,I'm sorry about that.,2_Small_hallucination,,False,
Pero luego pienso en jimmy y por dentro muero..,But then I think about jimmy and inside I die.,1_No_hallucination,,False,
"Sin embargo, en Malasia, al menos entre quienes viven en áreas rurales, significa «ven aquí», similar al dedo índice que se dobla señalando hacia el propio cuerpo, un gesto que se utiliza en ciertos países de Occidente; solo debería usarse con ese propósito.","However, in Malaysia, at least for those who live in rural areas, it's a sign of weakness, and it's the same as in other parts of the world, such as the United States.",3_Partial_hallucination,,False,
Se condenó a Blake por intento de obstrucción de justicia.,Blake was convicted of attempted obstruction of justice.,1_No_hallucination,,False,
En Historia de Namibia ouse una fuente en ingles. que no sé ingles la puse por ser usada para el articulo resultado elecciones sudafricanas de 1.948.,In History of Namibia I used a source in English. I don't know English. I used it for the article resulting from the South African elections of 1948.,1_No_hallucination,2_Small_hallucination,False,
"No obstante, en la actualidad existen artistas del grafiti reconocidos, se celebran eventos de esta disciplina y hay muros «legales». En este contexto, las pinturas de grafiti pueden, con frecuencia, asemejarse más a obras de arte que a etiquetas ilegibles.","However, today's artists are recognized for their work, as well as for their artistic achievements, such as painting, sculpture, and photography, and for the sake of clarity and clarity.",3_Partial_hallucination,,False,
"En otros casos, solo quienes se hospeden fuera de alojamientos turísticos necesitan registrarse. No obstante, esto hace que la ley sea mucho más incierta, así que haga averiguaciones de antemano.","In other cases, only those staying outside tourist accommodations need to register, but this makes the law much more uncertain, so check in advance.",1_No_hallucination,,False,
Jorge 18px|border|link=|Bandera de,"I'm going to tell you a secret about it, and I'll tell you what.",4_Full_hallucination,2_Small_hallucination,False,
"La parte externa que puede observarse al dirigir la vista al sol se llama fotósfera; esto es, «esfera de luz».",The outer part that can be seen by looking at the sun is called the photon.,1_No_hallucination,2_Small_hallucination,False,
"Tres de los lados de Turquía están rodados por mares: el oeste, por el Mar Egeo; el norte, por el Mar Negro y el sur, por el Mediterráneo.","Three sides of Turkey are surrounded by seas: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.",1_No_hallucination,2_Small_hallucination,False,
"Al ver esta actividad, los colonizadores también habían solicitado refuerzos.","Seeing this activity, the colonists also requested reinforcements.",1_No_hallucination,,False,
"De verdad que han hecho y deshecho con la figura de José Antonio Páez, han metido la pata, y han transformado su presencia en la hisotoria nacional venezolana, convirtiendolo en un traidor.","It's true that they've made a mess of it, and they've transformed it into a treasure trove of treasure trolls.",3_Partial_hallucination,3_Partial_hallucination,True,[0.2780262529850006]
"Básicamente, el Renacimiento significó un cambio de contundente en la perspectiva del aprendizaje y la transmisión del conocimiento.","Basically, the Renaissance meant a sweeping change in the perspective of learning and knowledge transfer.",1_No_hallucination,2_Small_hallucination,False,
"66) Nº 5751, a media cuadra de Av.","66) No 5751, half a block from Av.",1_No_hallucination,2_Small_hallucination,False,
"Los glaciares no son inmóviles, sino que fluyen montaña abajo, lo cual origina grietas o hendiduras que podrían quedar ocultas por puentes de nieve.","Glaciers don't move, but they're flowing down the mountain, giving rise to cracks and crevices.",1_No_hallucination,2_Small_hallucination,False,
"Je, y el stalinismo no tenía ninguna ideología política, jejeje... y este trosco botón no lo va a corregir porque es un buchón oportunista.","Oh, and Stalinism didn't have any political ideology, and that's not going to fix it.",1_No_hallucination,,False,
"La tormenta Felicia, que tiempo antes había alcanzado la cuarta categoría en la escala de huracanes de Saffir-Simpson, se redujo a una depresión tropical antes de desvanecerse el día martes.","The storm, which had previously reached a peak of four on the Saffir-Simpson scale, was downgraded to a tropical depression on Tuesday.",2_Small_hallucination,2_Small_hallucination,True,
"El comisionado fija el monto de la fianza, si se la aprueba, y formaliza los cargos presentados por el oficial que procedió a su detención. Los mismos se ingresan, a continuación, en el sistema informático del estado, a través del cual se hace el seguimiento del caso.","The commissioner fixes the amount of the bail, if approved, and formalizes the charges filed by the officer who proceeded to his arrest.",1_No_hallucination,,False,
Nos vemos.,I'll see you guys later.,2_Small_hallucination,,False,
Las narices rebatido.,The noses knocked out.,4_Full_hallucination,3_Partial_hallucination,False,
"No obstante, todos los belgas y suizos de habla francesa habrán aprendido francés estándar en el colegio, por tanto, podrían comprenderlo, aun si les hablara usando el sistema de numeración del francés estándar.","However, all French-speaking Belgians and Swiss will have learned standard French in school, so they could understand it, even if I spoke to them using the standard French numbering system.",1_No_hallucination,,False,
Desde el planeta de los,From the planet of the,1_No_hallucination,,False,
"El tiempo es algo presente en todo lugar y que tiene efectos en todas nuestras acciones; sin embargo, es difícil comprenderlo.","Time is ubiquitous and affects all our actions, yet it is difficult to understand.",1_No_hallucination,2_Small_hallucination,False,
"No obstante, Star Alliance cubre todo a excepción de la porción este del Pacífico Sur que se extiende desde Santiago de Chile hasta Tahití, zona que corresponde a los vuelos de LATAM Oneworld.","Nevertheless, Star Alliance covers all but the eastern portion of the South Pacific from Santiago to Tahiti, the area where LATAM operates.",1_No_hallucination,,False,
Uno no sabe por qué mierda se borró la plantilla...,You don't know what the hell happened.,3_Partial_hallucination,,False,
19:15 17 jun 2009 (UTC),This is the first time that I have heard of this.,4_Full_hallucination,2_Small_hallucination,False,
"Hola Enric: las ediciones nulas son, efectivamente, nulas, y no debieran aparecen en el historial como estas.","Hello Enric: Zero editions are, in fact, zero, and they shouldn't appear in the history like this.",1_No_hallucination,2_Small_hallucination,False,
"Asimismo, San Francisco es una de las mejores ciudades de EE. UU. donde encontrar otro tipo de gastronomía asiática, tales como las de Corea, Tailandia, la India y Japón.","Likewise, San Francisco is one of the best cities in the U.S. to find other types of Asian cuisine, such as those from Korea, Thailand, India and Japan.",1_No_hallucination,2_Partial_hallucination,False,
"Los proveedores de RPV, (redes privadas virtuales) personales son la opción ideal para evitar la censura política y el geofiltrado de IP comercial.",Personal data breaches are the key to avoiding political censorship and geo-filtering of business entities as a whole.,3_Partial_hallucination,,False,
"«Se desplazará por la costa oeste del norte de California y llenará el cielo de luz desde California pasando por el centro de Ohio y luego a través de Nevada e Idaho, hasta Utah», afirmó Tom Duxbury, gerente del proyecto de Stardust.","""It's going to go down the west coast of California, and it's going down the middle of nowhere"", said Tom Duxbury, ""and it's coming down the middle"".",3_Partial_hallucination,3_Partial_hallucination,True,
Chao Cojito cmo buen Le Capitaine.,Chao Chau is a good example of this.,2_Small_hallucination,,False,
"El juego se basa en la Segunda Batalla de Faluya, un enfrentamiento despiadado entre el ejército norteamericano y el iraquí.","The game is based on the Second Battle of Fallujah, a violent confrontation between the United States and Iraq.",1_No_hallucination,2_Small_hallucination,False,
"Se creía que esta ave rapaz, plumífera y de sangre caliente se desplazaba erguida sobre un par de patas con garras, al igual que el Velociráptor.","This predatory, feathered, warm-blooded bird was believed to move upright on a pair of clapped legs, just like the Velociraptor.",2_Small_hallucination,,False,[0.4988428056240082]
Las autoridades informaron que se programó un evento formal de aniversario para otra fecha posterior.,Authorities reported that a formal anniversary event was scheduled for a later date.,1_No_hallucination,,False,
"El misticismo puede diferenciarse de otros tipos de creencias y cultos religiosos por su énfasis en la experiencia personal directa de un estado único de consciencia, en particular, aquellos de carácter pacífico, sagaz, dichoso o, incluso, eufórico.","Mysticism can be distinguished from other types of religious beliefs and cults by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, wise, happy or even euphoric nature.",1_No_hallucination,,False,
"Si eres ateo, que coño me importan los aplausos y el cariño de sus amigos, bajo mi punto de vista si eres creyente tambien.","If you're an atheist, what the fuck do I care about your friends' applause and affection, from my point of view if you're a believer too.",1_No_hallucination,2_Small_hallucination,False,
"En los ferrocarriles nocturnos, el conductor puede recolectar los pasaportes para no interrumpir su descanso.","On a nightly basis, the driver can pick up the passports so as not to disturb them.",2_Small_hallucination,2_Small_hallucination,True,
"Si bien Krushev envió, finalmente, tanques con el objetivo de restablecer el orden, al mismo tiempo hizo lugar a algunas de las exigencias de tipo económico y accedió a nombrar al popular Wladyslaw Gomulka como el nuevo primer ministro.","While Krushev eventually sent in tanks to restore order, he did so in a manner consistent with some of the demands of the general public and agreed to the appointment of a new prime minister.",3_Partial_hallucination,2_Partial_hallucination,False,
"Este articulo es realmente una verguenza y se aleja mucho de lo que deberia ser una enciclopedia, mas que una rticulo , parece un folletin de publicidad para esta organizacion, llamo a todos los wikipedistas neutrales a corregir este articulo que me parece de lo mas aberrante y proselitista","This article is really a disgrace and goes a long way from what should be an encyclopedia, rather than an article, it looks like an advertising flyer for this organization, I call on all neutral Wikipedians to correct this article that I find most aberrant and proselytizing",1_No_hallucination,,False,
"Me gustaría tener el logo de este artículo, ya que, viendo aquí, donde están todas las portadas de la cantante, no se encuentran.","I'd like to have the logo for this article, because, seeing here, where all the singer's covers are, they're not found.",1_No_hallucination,2_Small_hallucination,False,
"No por mucho reiterar censura lo harás más verdad, malgrè Goebbels","It's not like you're going to repeat it, it's like you've got to do it.",3_Partial_hallucination,2_Small_hallucination,False,
187.33.161.c,This Regulation shall enter into force on the date of its publication in the Official Journal of the European Union.,4_Full_hallucination,,False,
"Los científicos han hallado accidentes geográficos desparramados sobre la superficie lunar denominados escarpes lobulados, que parecen ser el resultado del achicamiento muy lento que experimenta este satélite.","Scientists have found geographic accidents scattered over the lunar surface called lobulated cliffs, which appear to be the result of the very slow compaction experienced by this satellite.",1_No_hallucination,,False,
"osea me borran una pagina de mi autoria y me la borran, que es esto?? y se supone que me tengo que quedar con los brazos cruzados, si tanto se molestan en busarle pegas alas paginas que subimos los usuarios, tambien deberian molestarse en decirnos primero por que se va a borrar la pagina y si se pue","Dare I delete a page from my authorship and I delete it, what is this? and I'm supposed to keep my arms crossed, if you bother so much to look for it stick the pages we upload users should also bother to tell us first why you're going to delete the page and if you can",2_Small_hallucination,3_Partial_hallucination,False,
Se detuvo al sospechoso de detonar la bomba luego de que sufriera heridas debido a la explosión.,He stopped the suspect from detonating the bomb after he sustained injuries due to the explosion.,1_No_hallucination,,False,
Crosaldo (discusión) 21:04 10 ene 2013 (UTC),I'm not sure if I'm going to be able to do that.,4_Full_hallucination,2_Small_hallucination,False,
"MACHO INDIGNADO RESPUESTA A COMENTARIO DE ARRIBA: ¿QUE? eres un gallito,¿como puedes decir que es muy larga?Ya estas pidiendo perdon,es muy bueno que cuenten spoilers y que pongan argumento largo","I mean, you know, you're a little bit of a jerk, and you're asking for forgiveness, and that's why I'm here, and I'm going to tell you.",3_Partial_hallucination,,False,
