,src_lang,tgt_lang,src_text,mt_text,omit_spans,hall_spans,class_hall,class_omit,data_source,hall_mask,omit_mask,src_text_normalized,mt_text_normalized,hall_mask_normalized,omit_mask_normalized,perturbation,direction,selection,score_log_loss,score_alti_mean,score_alti_t_mean,score_attn_ot,score_comet_qe,score_labse,score_laser,score_xnli,score_sonar_cosine,score_blaser2_qe,score_log_loss_legacy
223,spa_Latn,eng_Latn,¿Habría que archivar en listas diferentes los que fueron creados y los que no pasaron de la propuesta?,Shouldn't we have to file a separate list of those who did and those who didn't?,¿Habría que archivar en listas diferentes los que fueron <<<creados>>> y los que no <<<pasaron de la propuesta>>>?,Shouldn't we <<<have to>>> file a separate list of those who did and those who didn't?,2_Small_hallucination,3_Partial_omission,wiki,00000000000001111111000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000111111100000000000000111111111111111111111110,¿Habría que archivar en listas diferentes los que fueron creados y los que no pasaron de la propuesta?,Shouldn't we have to file a separate list of those who did and those who didn't?,00000000000001111111000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000111111100000000000000111111111111111111111110,perturbed,spa_Latn_eng_Latn,biased,1.3419071435928345,-0.5824866,-0.49927425,0.283114140201355,1.1739549338817596,-0.6946485,-0.76852643,-0.07454561,-0.5549003,-3.379752,1.3419073820114136
224,spa_Latn,eng_Latn,"Recursos naturales: Carbón, petróleo, gas natural, estaño, piedra caliza, hierro, sal (condimento), sal, arcilla, plomo, avena, cebada, lúpulo, patatas, remolacha, azúcar, tomates y trigo.","Natural resources: coal, oil and natural gas, coal, iron ore, coal ores, natural gas, oilseeds, ores and other petroleum-derived commodities.","Recursos naturales: Carbón, petróleo, gas natural, estaño, piedra caliza, hierro, <<<sal (condimento), sal, arcilla, plomo, avena, cebada, lúpulo, patatas, remolacha, azúcar, tomates y trigo>>>.","Natural resources: coal, oil and natural gas, coal, iron ore, coal ores, <<<natural gas, oilseeds, ores and other petroleum-derived commodities>>>.",3_Partial_hallucination,3_Partial_omission,wiki,000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111110,00000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110,"Recursos naturales: Carbón, petróleo, gas natural, estaño, piedra caliza, hierro, sal (condimento), sal, arcilla, plomo, avena, cebada, lúpulo, patatas, remolacha, azúcar, tomates y trigo.","Natural resources: coal, oil and natural gas, coal, iron ore, coal ores, natural gas, oilseeds, ores and other petroleum-derived commodities.",000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111110,00000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110,perturbed,spa_Latn_eng_Latn,worst,1.553905963897705,-0.5457018,-0.37517,1.0773119748242803,0.772416740655899,-0.7331495,-0.85169584,-0.001148863,-0.55487645,-3.0660887,1.55394184589386
225,spa_Latn,eng_Latn,me dices porque te dedicas a borrar a la gente lo q ace???si no tienes nada q acer o te buscas amigos o trabaja o a algo de provexo xro deja de dar x kulo a la gente!,"Tell me why you're trying to get rid of people, if you don't have them, or if you're looking for friends, you can't get rid of them.",me dices porque te dedicas a borrar a la gente <<<lo q ace>>>???si no tienes <<<nada q hacer>>> o te buscas amigos <<<o trabaja o a algo de provexo xro deja de dar x kulo a la gente>>>!,"Tell me why you're trying to get rid of people, if you don't have <<<them>>>, or if you're looking for friends, <<<you can't get rid of them>>>.",3_Partial_hallucination,3_Partial_omission,wiki,000000000000000000000000000000000000000000000000000000000000000000111100000000000000000000000000000000000011111111111111111111111110,0000000000000000000000000000000000000000000000011111111000000000000000011111111111000000000000000000001111111111111111111111111111111111111111111111111111111111111110,me dices porque te dedicas a borrar a la gente lo q ace???si no tienes nada q acer o te buscas amigos o trabaja o a algo de provexo xro deja de dar x kulo a la gente!,"Tell me why you're trying to get rid of people, if you don't have them, or if you're looking for friends, you can't get rid of them.",000000000000000000000000000000000000000000000000000000000000000000111100000000000000000000000000000000000011111111111111111111111110,0000000000000000000000000000000000000000000000011111111000000000000000011111111111000000000000000000001111111111111111111111111111111111111111111111111111111111111110,perturbed,spa_Latn_eng_Latn,worst,1.2224044799804688,-0.5468265,-0.45754874,0.6249421225101811,2.085233688354492,-0.65903866,-0.7455767,-0.6590689,-0.43232027,-2.9049172,1.2224045991897583
226,spa_Latn,eng_Latn,"Hay botas con tachuelas y existe un accesorio adicional con tachuelas para condiciones resbaladizas, que se adapta a casi cualquier calzado, tanto para los tacones como para la suela.","There are slippery boots and there is an additional slippery accessory, which is suitable for almost any shoe, both heels and sole.","Hay botas <<<con tachuelas>>> y existe un accesorio adicional <<<con tachuelas para condiciones>>> resbaladizas, que se adapta a casi cualquier calzado, tanto para los tacones como para la suela.","There are <<<slippery>>> boots and there is an additional slippery accessory, which is suitable for almost any shoe, both heels and sole.",2_Small_hallucination,3_Partial_omission,flores,00000000001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000011111111111110000000000000000000000000000000001111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Hay botas con tachuelas y existe un accesorio adicional con tachuelas para condiciones resbaladizas, que se adapta a casi cualquier calzado, tanto para los tacones como para la suela.","There are slippery boots and there is an additional slippery accessory, which is suitable for almost any shoe, both heels and sole.",00000000001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000011111111111110000000000000000000000000000000001111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,natural,spa_Latn_eng_Latn,biased,0.5195807814598083,-0.66654444,-0.49636298,0.4590271812347392,1.3119866847991943,-0.8216955,-0.90043056,-0.9987915,-0.7438167,-3.8610482,0.519587516784668
227,spa_Latn,eng_Latn,Mire señor esta claro que lo que usted desea y nose porque motivo he visto sus publicaciones anteriores en donde usted quiere hacer que todos piensen que Peru es mayoritariamente Amerindio lo cual segun el Censo 2007 eso no es asi y si lo fuera tendria que ponerlo es mi obligación la verdad no se qu,Look sir this is clear that what you want and wear because reason I've seen your previous posts where you want to make everyone think Peru is mostly indigenous which according to the 2007 census that's not so and if it were I'd have to put it is my obligation the truth I don't know what,Mire señor esta claro que lo que usted desea y <<<nose>>> porque motivo he visto sus publicaciones anteriores en donde usted quiere hacer que todos piensen que Peru es mayoritariamente Amerindio lo cual segun el Censo 2007 eso no es asi y si lo fuera tendria que ponerlo es mi obligación la verdad no se qu,Look sir this is clear that what you want and <<<wear>>> because reason I've seen your previous posts where you want to make everyone think Peru is mostly indigenous which according to the 2007 census that's not so and if it were I'd have to put it is my obligation the truth I don't know what,2_Small_hallucination,2_Small_omission,wiki,00000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Mire señor esta claro que lo que usted desea y nose porque motivo he visto sus publicaciones anteriores en donde usted quiere hacer que todos piensen que Peru es mayoritariamente Amerindio lo cual segun el Censo 2007 eso no es asi y si lo fuera tendria que ponerlo es mi obligación la verdad no se qu,Look sir this is clear that what you want and wear because reason I've seen your previous posts where you want to make everyone think Peru is mostly indigenous which according to the 2007 census that's not so and if it were I'd have to put it is my obligation the truth I don't know what,00000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,natural,spa_Latn_eng_Latn,biased,0.4658926725387573,-0.65931296,-0.6690087,0.5363246054722932,1.683137834072113,-0.9096918,-0.93101394,-0.99652195,-0.8762358,-4.2927246,0.6720123291015625
228,spa_Latn,eng_Latn,"Aun cuando podría pensar que lo más lógico es unirse a la compañía aérea con la que más viaja, debe saber que los beneficios ofrecidos suelen ser diferentes y que, a veces, los puntos de viajero pueden otorgarle más beneficios en otra aerolínea de la misma alianza.","Even if you may think that it makes more sense to join the airline with which you travel the most, you should know that the benefits offered are usually different and that sometimes traveler points can give you more benefits at another airline in the same alliance.","Aun cuando podría pensar que lo más lógico es unirse a la compañía aérea con la que más viaja, debe saber que los beneficios ofrecidos suelen ser diferentes y que, a veces, los puntos de viajero pueden otorgarle más beneficios en otra aerolínea de la misma alianza.","Even if you may think that it makes more sense to join the airline with which you travel the most, you should know that the benefits offered are usually different and that sometimes traveler points can give you more benefits at another airline in the same alliance.",1_No_hallucination,1_No_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Aun cuando podría pensar que lo más lógico es unirse a la compañía aérea con la que más viaja, debe saber que los beneficios ofrecidos suelen ser diferentes y que, a veces, los puntos de viajero pueden otorgarle más beneficios en otra aerolínea de la misma alianza.","Even if you may think that it makes more sense to join the airline with which you travel the most, you should know that the benefits offered are usually different and that sometimes traveler points can give you more benefits at another airline in the same alliance.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,natural,spa_Latn_eng_Latn,biased,0.4315866231918335,-0.68347865,-0.57668513,0.3090617451800347,0.7051115930080414,-0.9317344,-0.9576545,-0.9994474,-0.91262335,-4.682452,0.4315906167030334
289,eng_Latn,spa_Latn,"At the top end, B&Bs obviously compete mainly on two main things: bedding and breakfast.","En el extremo superior, los B&B obviamente compiten principalmente en dos cosas principales: ropa de cama y desayuno.","At the top end, B&Bs obviously compete mainly on two main things: bedding and breakfast.","En el extremo superior, los B&B obviamente compiten principalmente en dos cosas principales: ropa de cama y desayuno.",1_No_hallucination,1_No_omission,flores,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"At the top end, B&Bs obviously compete mainly on two main things: bedding and breakfast.","En el extremo superior, los B&B obviamente compiten principalmente en dos cosas principales: ropa de cama y desayuno.",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,natural,eng_Latn_spa_Latn,uniform,0.3942626714706421,-0.6013391,-0.6681546,0.1313355469928973,0.5953578948974609,-0.93454975,-0.8959589,-0.99884456,-0.92765796,-4.6909094,0.3943151235580444
290,eng_Latn,spa_Latn,Student visas generally have different requirements and application procedures from normal tourist or business visas.,Los visados de estudiantes generalmente son diferentes a los de los visados de negocios.,Student visas generally have different <<<requirements and application procedures from normal tourist or>>> business visas.,Los visados de estudiantes generalmente son diferentes a los de los visados de negocios.,1_No_hallucination,3_Partial_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111110000000000000000,Student visas generally have different requirements and application procedures from normal tourist or business visas.,Los visados de estudiantes generalmente son diferentes a los de los visados de negocios.,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111110000000000000000,perturbed,eng_Latn_spa_Latn,biased,1.3972748517990112,-0.5904854,-0.6215636,0.2456178954098664,0.6241326332092285,-0.77324164,-0.7555657,-0.0030045623,-0.6999341,-4.426941,1.3972779512405396
291,eng_Latn,spa_Latn,"That means we are able to successfully predict what other humans perceive, intend, believe, know or desire.","Eso significa que somos capaces de predecir con éxito lo que otros humanos perciben, pretenden, creen, saben o desean.","That means we are able to successfully predict what other humans perceive, intend, believe, know or desire.","Eso significa que somos capaces de predecir con éxito lo que otros humanos perciben, pretenden, creen, saben o desean.",1_No_hallucination,1_No_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"That means we are able to successfully predict what other humans perceive, intend, believe, know or desire.","Eso significa que somos capaces de predecir con éxito lo que otros humanos perciben, pretenden, creen, saben o desean.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,natural,eng_Latn_spa_Latn,worst,0.3399421572685241,-0.6000832,-0.6693235,0.0964000174956646,0.2743493914604187,-0.9323441,-0.9574828,-0.9994181,-0.8944179,-4.9607353,0.3399842083454132
292,eng_Latn,spa_Latn,"::Also, if it's worth telling, how did your opinion of the FLC process get to where it is?","Además, si es que vale la pena decirlo, ¿cómo es que tu opinión sobre el proceso de FLC llega a este punto?","::Also, if it's worth telling, how did your opinion of the FLC process get to where it is?","Además, si es que vale la pena decirlo, ¿cómo es que tu opinión sobre el proceso de FLC llega a este punto?",1_No_hallucination,1_No_omission,wiki,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"::Also, if it's worth telling, how did your opinion of the FLC process get to where it is?","Además, si es que vale la pena decirlo, ¿cómo es que tu opinión sobre el proceso de FLC llega a este punto?",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,perturbed,eng_Latn_spa_Latn,uniform,0.9323766231536864,-0.6140711,-0.65793324,0.1965157846399544,0.8206372410058975,-0.8748978,-0.876871,-0.99946433,-0.7651214,-3.9413402,0.9323862195014954
293,eng_Latn,spa_Latn,duhau9fnjsg,de la Comisión.,<<<duhau9fnjsg>>>,<<<de la Comisión.>>>,4_Full_hallucination,4_Full_omission,wiki,111111111111111,11111111111,duhau9fnjsg,de la Comisión.,111111111111111,11111111111,natural,eng_Latn_spa_Latn,worst,2.797705888748169,-0.57129675,-0.42847258,0.5011809494559342,2.078964710235596,-0.17869541,-0.42816252,-0.05549925,-0.39632732,-2.6263976,4.039729118347168
294,eng_Latn,spa_Latn,"The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.","La tormenta, que se encuentra a unos 10 kilómetros al oeste de las islas de Cabo Verde, es probable que se desvanezca antes de que se produzca una amenaza en el área.","The storm, situated about <<<645 miles>>> (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any <<<land>>> areas, <<<forecasters say>>>.","La tormenta, que se encuentra a unos 10 kilómetros al oeste de las islas de Cabo Verde, es probable que se desvanezca antes de que se produzca una amenaza en el área.",1_No_hallucination,3_Partial_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000001111111111111110,"The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.","La tormenta, que se encuentra a unos 10 kilómetros al oeste de las islas de Cabo Verde, es probable que se desvanezca antes de que se produzca una amenaza en el área.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000001111111111111110,perturbed,eng_Latn_spa_Latn,biased,1.3553248643875122,-0.5772721,-0.63499933,0.223301201837678,0.6747246086597443,-0.77962244,-0.8621165,-0.0012784866,-0.64469314,-3.5329282,1.3553600311279297
295,eng_Latn,spa_Latn,"They include financial restrictions and a ban by the European Union on the export of crude oil, from which the Iranian economy receives 80% of its foreign income.","Entre ellas se encuentran las restricciones financieras y la prohibición por parte de la Unión Europea de la exportación de petróleo, de la que se obtiene el 80% de sus ingresos extranjeros.","They include financial restrictions and a ban by the European Union on the export of <<<crude>>> oil, from which <<<the Iranian economy>>> receives 80% of its foreign income.","Entre ellas se encuentran las restricciones financieras y la prohibición por parte de la Unión Europea de la exportación de petróleo, de la que se obtiene el 80% de sus ingresos extranjeros.",1_No_hallucination,3_Partial_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111000000000000000001111111111111111111000000000000000000000000000000000000,"They include financial restrictions and a ban by the European Union on the export of crude oil, from which the Iranian economy receives 80% of its foreign income.","Entre ellas se encuentran las restricciones financieras y la prohibición por parte de la Unión Europea de la exportación de petróleo, de la que se obtiene el 80% de sus ingresos extranjeros.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111000000000000000001111111111111111111000000000000000000000000000000000000,perturbed,eng_Latn_spa_Latn,uniform,0.6307781934738159,-0.5218025,-0.68124217,0.1310837148492225,0.4766739010810852,-0.9186265,-0.92215,-0.99720806,-0.8064377,-4.145892,0.6307998299598694
296,eng_Latn,spa_Latn,"So if you were standing by the shoreline, you would be able to see down to whatever pebbles or gunk that was on the bottom.","Así que si estuvieras de pie junto a la costa, podrías ver hasta los guijarros o trozos que estuvieran en el fondo.","So if you were standing by the shoreline, you would be able to see down to <<<whatever>>> pebbles or <<<gunk>>> that was on the bottom.","Así que si estuvieras de pie junto a la costa, podrías ver hasta los guijarros o <<<trozos>>> que estuvieran en el fondo.",2_Small_hallucination,2_Small_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000111111110000000000001111000000000000000000000000,"So if you were standing by the shoreline, you would be able to see down to whatever pebbles or gunk that was on the bottom.","Así que si estuvieras de pie junto a la costa, podrías ver hasta los guijarros o trozos que estuvieran en el fondo.",0000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000111111110000000000001111000000000000000000000000,natural,eng_Latn_spa_Latn,biased,0.5423253178596497,-0.5467643,-0.54676425,0.1216128907811855,1.0884352773427963,-0.85439277,-0.84695023,-0.9981969,-0.8266939,-4.746608,0.5423781275749207
297,eng_Latn,spa_Latn,"Especially Gogo Dodo, and the Dark Lord Trombonator? - contribs","Especialmente Gogo Dodo, y el Señor Oscuro Trombonador? - contribuciones","Especially Gogo Dodo, and the Dark Lord Trombonator? - contribs","Especialmente Gogo Dodo, y el Señor Oscuro Trombonador? - contribuciones",1_No_hallucination,1_No_omission,wiki,000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000,"Especially Gogo Dodo, and the Dark Lord Trombonator? - contribs","Especialmente Gogo Dodo, y el Señor Oscuro Trombonador? - contribuciones",000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000,natural,eng_Latn_spa_Latn,uniform,0.4618161022663116,-0.65598243,-0.68721974,0.2312636197912601,1.1003507524728775,-0.9443508,-0.8745575,-0.9907621,-0.87008506,-4.298007,0.6663538813591003
298,eng_Latn,spa_Latn,Please keep your personal opinions about me to yourself.,"Por favor, mantén tu opinión personal sobre mí.",Please keep your personal opinions about me <<<to yourself>>>.,"Por favor, mantén tu opinión personal sobre mí.",1_No_hallucination,2_Small_omission,wiki,00000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000111111111110,Please keep your personal opinions about me to yourself.,"Por favor, mantén tu opinión personal sobre mí.",00000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000111111111110,perturbed,eng_Latn_spa_Latn,uniform,0.912025511264801,-0.5965214,-0.6462315,0.05074971548194,0.7541780173778534,-0.9018953,-0.8712684,-0.9993376,-0.761942,-4.240855,0.9120489358901978
299,eng_Latn,spa_Latn,Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns.,La política de Komen descalificó a Planned Parenthood debido a una investigación pendiente sobre cómo PlannedParenthood gasta y informa su dinero que está siendo llevado a cabo por el representante Cliff Stearns.,Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns.,La política de Komen descalificó a Planned Parenthood debido a una investigación pendiente sobre cómo PlannedParenthood gasta y informa su dinero que está siendo llevado a cabo por el representante Cliff Stearns.,1_No_hallucination,1_No_omission,flores,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns.,La política de Komen descalificó a Planned Parenthood debido a una investigación pendiente sobre cómo PlannedParenthood gasta y informa su dinero que está siendo llevado a cabo por el representante Cliff Stearns.,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,natural,eng_Latn_spa_Latn,uniform,0.3377348780632019,-0.62629044,-0.6784813,0.2401614278220052,1.0811695903539658,-0.9130234,-0.90270734,-0.9992277,-0.92677367,-4.4353275,0.3377708196640014
300,eng_Latn,spa_Latn,If you search for 'Ivy Queen' it comes up.,"Si usted busca a la reina, se le da la vuelta.",If you search for '<<<Ivy>>> Queen' it comes up.,"Si usted busca a la reina, se le da la vuelta.",1_No_hallucination,2_Small_omission,wiki,0000000000000000000000000000000000000000000000,000000000000000000011100000000000000000000,If you search for 'Ivy Queen' it comes up.,"Si usted busca a la reina, se le da la vuelta.",0000000000000000000000000000000000000000000000,000000000000000000011100000000000000000000,perturbed,eng_Latn_spa_Latn,worst,1.7967114448547363,-0.5649609,-0.56496084,0.1583263213637024,1.9961251616477969,-0.664539,-0.5964414,-0.77651787,-0.40555912,-2.691916,1.7967185974121094
301,eng_Latn,spa_Latn,so-called terrorist associated,"Los llamados ""terroristas"" se encuentran asociados.",so-called terrorist associated,"Los llamados ""terroristas"" <<<se encuentran>>> asociados.",2_Small_hallucination,1_No_omission,wiki,000000000000000000000000000111111111111100000000000,000000000000000000000000000000,so-called terrorist associated,"Los llamados ""terroristas"" se encuentran asociados.",000000000000000000000000000111111111111100000000000,000000000000000000000000000000,perturbed,eng_Latn_spa_Latn,biased,1.5897239446640017,-0.4669051,-0.9921733,0.0527709801981572,1.4111709594726562,-0.65905476,-0.7231931,-0.99797857,-0.6518936,-3.734735,1.5897420644760132
302,eng_Latn,spa_Latn,":Retrosheet has just about any stats anyone would want to know, and probably a lot more, about the one-year wonder called the Seattle Pilots.","Retrosheet tiene casi todas las estadísticas que alguien querría saber, y probablemente mucho más, sobre la maravilla de un año llamada los Seattle Pilots.",":Retrosheet has just about any stats anyone would want to know, and probably a lot more, about the one-year wonder called the Seattle Pilots.","Retrosheet tiene casi todas las estadísticas que alguien querría saber, y probablemente mucho más, sobre la maravilla de un año llamada los Seattle Pilots.",1_No_hallucination,1_No_omission,wiki,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,":Retrosheet has just about any stats anyone would want to know, and probably a lot more, about the one-year wonder called the Seattle Pilots.","Retrosheet tiene casi todas las estadísticas que alguien querría saber, y probablemente mucho más, sobre la maravilla de un año llamada los Seattle Pilots.",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,natural,eng_Latn_spa_Latn,uniform,0.4241364598274231,-0.6354013,-0.61775124,0.2502707443870161,0.8998276740312576,-0.9048282,-0.9117998,-0.9987283,-0.9139004,-4.6659336,0.6116126775741577
303,eng_Latn,spa_Latn,"Antarctica is the coldest place on Earth, and surrounds the South Pole.",La Antártida es el lugar más frío de la Tierra y rodea al Polo Sur.,"Antarctica is the coldest place on Earth, and surrounds the South Pole.",La Antártida es el lugar más frío de la Tierra y rodea al Polo Sur.,1_No_hallucination,1_No_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000,"Antarctica is the coldest place on Earth, and surrounds the South Pole.",La Antártida es el lugar más frío de la Tierra y rodea al Polo Sur.,0000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000,perturbed,eng_Latn_spa_Latn,biased,0.3700626790523529,-0.6117326,-0.64231914,0.079933277901071,0.274836003780365,-0.9147606,-0.83903986,-0.998864,-0.9478607,-5.1893578,0.3701192736625671
304,eng_Latn,spa_Latn,"Besides carrying three important scientific instruments, the lunar probe also carried the image of the Indian national flag, painted on all sides.","Además de llevarse tres instrumentos científicos importantes, la sonda también llevaba la imagen de la bandera de la India, pintada en todos sus lados.","Besides carrying three important scientific instruments, the <<<lunar>>> probe also carried the image of the Indian <<<national>>> flag, painted on all sides.","Además de llevarse tres instrumentos científicos importantes, la sonda también llevaba la imagen de la bandera de la India, pintada en todos sus lados.",1_No_hallucination,2_Small_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000111111110000000000000000000000000000,"Besides carrying three important scientific instruments, the lunar probe also carried the image of the Indian national flag, painted on all sides.","Además de llevarse tres instrumentos científicos importantes, la sonda también llevaba la imagen de la bandera de la India, pintada en todos sus lados.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000111111110000000000000000000000000000,perturbed,eng_Latn_spa_Latn,uniform,0.7960914373397827,-0.61545926,-0.67501986,0.126628904950256,0.6171149909496307,-0.9193545,-0.9115715,-0.99894446,-0.8679091,-4.7690706,0.796113133430481
305,eng_Latn,spa_Latn,They looked like rooms. He was the first person to observe dead cells,Fue la primera persona en observar las células muertas en el mundo.,<<<They looked like rooms>>>. He was the first person to observe dead cells,Fue la primera persona en observar las células muertas <<<en el mundo>>>.,3_Partial_hallucination,3_Partial_omission,flores,0000000000000000000000000000000000000000000000000000000111111111110,111111111111111111111100000000000000000000000000000000000000000000000,They looked like rooms. He was the first person to observe dead cells,Fue la primera persona en observar las células muertas en el mundo.,0000000000000000000000000000000000000000000000000000000111111111110,111111111111111111111100000000000000000000000000000000000000000000000,perturbed,eng_Latn_spa_Latn,worst,1.066075325012207,-0.5405449,-0.5087482,0.079114550389856,0.8692697733640671,-0.6065577,-0.71722794,-0.003045091,-0.57574755,-3.4275079,1.066092610359192
