src_lang,tgt_lang,src_text,mt_text,hall_spans,class_hall,src_text_normalized,mt_text_normalized,direction,score_comet_qe,score_labse,score_laser,score_xnli,prediction,prediction_class
spa_Latn,eng_Latn,Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño-,I don't know what I'm going to do. I'm not going to say anything.,<<<I don't know what I'm going to do. I'm>>> not going to say anything.,3_Partial_hallucination,Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño-,I don't know what I'm going to do. I'm not going to say anything.,spa_Latn_eng_Latn,2.309397578239441,-0.22205773,-0.34305388,-0.00015443865,"If you want to learn how to throw a buffalo and get it back into your hand, make sure you have one that's suitable for the return.",
spa_Latn,eng_Latn,"Algunas de las rocas, muy poco comunes en la Tierra, se venden entre $11 000 y $22 500 dólares por onza, que representa aproximadamente diez veces el precio del oro.","Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.","Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.",1_No_hallucination,"Algunas de las rocas, muy poco comunes en la Tierra, se venden entre $11 000 y $22 500 dólares por onza, que representa aproximadamente diez veces el precio del oro.","Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.",spa_Latn_eng_Latn,0.4007165431976318,-0.93263054,-0.92941207,-0.99884444,The target sentence contains no hallucinations.,
spa_Latn,eng_Latn,"Conocemos a numerosos políticos, hombres de ciencia y artistas griegos. Es probable que la figura más famosa de esta cultura sea Homero, el proverbial poeta no vidente escritor de dos poemas, obras maestras de la literatura griega: la Ilíada y la Odisea.","We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - The Book of Common Prayer, by the author.","We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - <<<The Book of Common Prayer, by the author>>>.",3_Partial_hallucination,"Conocemos a numerosos políticos, hombres de ciencia y artistas griegos. Es probable que la figura más famosa de esta cultura sea Homero, el proverbial poeta no vidente escritor de dos poemas, obras maestras de la literatura griega: la Ilíada y la Odisea.","We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - The Book of Common Prayer, by the author.",spa_Latn_eng_Latn,1.356417566537857,-0.75288653,-0.78269565,-0.0080806855,The target translation contains a hallucination.,
spa_Latn,eng_Latn,No tengo correo por ahora porque en general prefiero dedicar el tiempo a lo que puede verse en público.,I don't have the mail right now because I prefer to spend my time in public.,I don't have the mail right now because I prefer to spend my time in public.,1_No_hallucination,No tengo correo por ahora porque en general prefiero dedicar el tiempo a lo que puede verse en público.,I don't have the mail right now because I prefer to spend my time in public.,spa_Latn_eng_Latn,1.066347822546959,-0.84007394,-0.7839851,-0.9994878,"The target sentence is: ""I don't have the mail right now because I prefer to spend my time in public.""",
spa_Latn,eng_Latn,"El primer libro del que se tiene conocimiento fue redactado en sánscrito. Después de la compilación de Upanishads, este idioma sencillamente desapareció, por cuestiones de jerarquía.","The first known book was written in Sanskrit, after which the language disappeared due to a number of factors, such as the nature of the language.","The first known book was written in Sanskrit, after which the language disappeared due to <<<a number of factors, such as the nature of the language>>>.",3_Partial_hallucination,"El primer libro del que se tiene conocimiento fue redactado en sánscrito. Después de la compilación de Upanishads, este idioma sencillamente desapareció, por cuestiones de jerarquía.","The first known book was written in Sanskrit, after which the language disappeared due to a number of factors, such as the nature of the language.",spa_Latn_eng_Latn,0.6876917481422424,-0.6789384,-0.78636163,-0.000936966,1. Target translation with hallucination classification labels:,
spa_Latn,eng_Latn,"Hola, yo no puedo ver el contenido que tú no has guardado, como es el de ese enlace que me pones.","Hey, I can't see the content you haven't saved, like that link you're putting me on.","Hey, I can't see the content you haven't saved, like that link you're putting me on.",1_No_hallucination,"Hola, yo no puedo ver el contenido que tú no has guardado, como es el de ese enlace que me pones.","Hey, I can't see the content you haven't saved, like that link you're putting me on.",spa_Latn_eng_Latn,1.4147527515888214,-0.88529044,-0.9277358,-0.99919784,"Source sentence: Si deseas aprender cómo lanzar un bumberan y que vuelva a su mano, asegúrate de contar con uno que sea adecuado para el regreso.",
spa_Latn,eng_Latn,"El 1 de enero comenzaron los problemas, cuando docenas de lugareños presentaron quejas en la oficina de correo de Obanazawa por no haber recibido sus tarjetas tradicionales y usuales de Año Nuevo.","On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.","On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.",1_No_hallucination,"El 1 de enero comenzaron los problemas, cuando docenas de lugareños presentaron quejas en la oficina de correo de Obanazawa por no haber recibido sus tarjetas tradicionales y usuales de Año Nuevo.","On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.",spa_Latn_eng_Latn,0.455362319946289,-0.9380115,-0.9234554,-0.99947315,The target sentence is correctly translated into English.,
spa_Latn,eng_Latn,"Netito chupame bien la verga ok , salvadoreño negro de mierda chupa pito , anda mirando a tu mujer que te la andan cojiendo por ahi ok saludos putito","Clean , suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .","Clean, suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .",1_No_hallucination,"Netito chupame bien la verga ok , salvadoreño negro de mierda chupa pito , anda mirando a tu mujer que te la andan cojiendo por ahi ok saludos putito","Clean , suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .",spa_Latn_eng_Latn,2.403575778007508,-0.7255573,-0.7517379,-0.77256906,Here is the target sentence with hallucinated words marked using <<<<< >>>>>. The hallucination classification label on a new line.,
spa_Latn,eng_Latn,"El equipaje que se descuida se vuelve un objetivo de robos y, al mismo tiempo, atrae la atención de las autoridades, que se encuentran alertas ante posibles amenazas de bomba.","Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.","Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.",1_No_hallucination,"El equipaje que se descuida se vuelve un objetivo de robos y, al mismo tiempo, atrae la atención de las autoridades, que se encuentran alertas ante posibles amenazas de bomba.","Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.",spa_Latn_eng_Latn,0.5608160495758057,-0.91115177,-0.9648355,-0.9994709,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>.",```python
spa_Latn,eng_Latn,"Necesito encontrar información sobre el escudo florentino de la flor de lis! si alguien sabe algo, que hable ahora o calle para siempre !","I need to find out more about the Florentine flower, if anyone knows anything about it.","I need to find out more about the Florentine flower, if anyone knows anything <<<about it>>>.",2_Small_hallucination,"Necesito encontrar información sobre el escudo florentino de la flor de lis! si alguien sabe algo, que hable ahora o calle para siempre !","I need to find out more about the Florentine flower, if anyone knows anything about it.",spa_Latn_eng_Latn,0.9626024216413498,-0.6463902,-0.7365725,-0.0068870215,"Sure, here's a response in the requested format:","1. The target sentence, with hallucinated words or phrases marked using <<< >>>."
spa_Latn,eng_Latn,"El griego Strabo, erudito en historia, apuntó su nombre más tarde, que es el que hoy conocemos. El templo se derribó la misma noche en que nació Alejandro el Grande.","The Greek historian Strabo later recorded his name, as we know it today. The temple collapsed on the night Alexander the Great was born.","The Greek historian Strabo later recorded his name, as we know it today. The temple collapsed on the night Alexander the Great was born.",1_No_hallucination,"El griego Strabo, erudito en historia, apuntó su nombre más tarde, que es el que hoy conocemos. El templo se derribó la misma noche en que nació Alejandro el Grande.","The Greek historian Strabo later recorded his name, as we know it today. The temple collapsed on the night Alexander the Great was born.",spa_Latn_eng_Latn,0.8449696004390717,-0.9352666,-0.89354765,-0.9991282,"The target sentence is: ""El griego Strabo, erudito en historia, apuntó su nombre más tarde, que es el que hoy conocemos. El templo se derribó la misma noche en que nació Alejandro el Grande.""",
spa_Latn,eng_Latn,"La isla de Bowen es un conocido viaje para hacer en un día o en un fin de semana y que incluye kayak, caminatas, tiendas comerciales, restaurantes y entre otros.","Bowen Island is a well-known destination for kayaking, hiking, and picnicking, among other things.","Bowen Island is a well-known destination for kayaking, hiking, and <<<picnicking>>>, among other things.",2_Small_hallucination,"La isla de Bowen es un conocido viaje para hacer en un día o en un fin de semana y que incluye kayak, caminatas, tiendas comerciales, restaurantes y entre otros.","Bowen Island is a well-known destination for kayaking, hiking, and picnicking, among other things.",spa_Latn_eng_Latn,0.5154401659965515,-0.75470227,-0.7674171,-0.044142574,Output:,
spa_Latn,eng_Latn,"Las agencias de viajes han existido desde el siglo XIX. Por lo general, un agente de viajes es una buena opción para casos en que el viajero no cuenta con experiencia previa en cuestiones como la naturaleza, la cultura, el idioma o los países de bajos ingresos.","Travel agencies have existed since the 19th century.A travel agent is usually a good option for cases where the traveller has no prior experience in matters such as nature, culture, language or low-income countries.","Travel agencies have existed since the 19th century.A travel agent is usually a good option for cases where the traveller has no prior experience in matters such as nature, culture, language or low-income countries.",1_No_hallucination,"Las agencias de viajes han existido desde el siglo XIX. Por lo general, un agente de viajes es una buena opción para casos en que el viajero no cuenta con experiencia previa en cuestiones como la naturaleza, la cultura, el idioma o los países de bajos ingresos.","Travel agencies have existed since the 19th century.A travel agent is usually a good option for cases where the traveller has no prior experience in matters such as nature, culture, language or low-income countries.",spa_Latn_eng_Latn,0.4769874215126037,-0.9319148,-0.96357995,-0.99944204,The target sentence contains hallucinations.,
spa_Latn,eng_Latn,"expulsarme definitivamente, si puedo volver cuando quiera?","I mean, you know, I'm going to have to go back to work.","<<<I mean, you know, I'm going to have to>>> go back <<<to work>>>.",4_Full_hallucination,"expulsarme definitivamente, si puedo volver cuando quiera?","I mean, you know, I'm going to have to go back to work.",spa_Latn_eng_Latn,1.4482650458812714,-0.33422235,-0.4845984,-2.729907e-06,The target sentence is:,
spa_Latn,eng_Latn,El Triceráptors podría haber arrancado las hojas con su robusto cuerno en lugar de comerse el tronco.,The Triceratops may have picked up the leaves with their robust horn instead of eating the trunk.,The Triceratops may have picked up the leaves with their robust horn instead of eating the trunk.,1_No_hallucination,El Triceráptors podría haber arrancado las hojas con su robusto cuerno en lugar de comerse el tronco.,The Triceratops may have picked up the leaves with their robust horn instead of eating the trunk.,spa_Latn_eng_Latn,1.019471749663353,-0.88073045,-0.8974178,-0.9993148,Here is your response in exactly the following format:,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>."
spa_Latn,eng_Latn,No debería jugar en la selección además juega pésimo por la selección.,He shouldn't be playing for the national team.,He shouldn't be playing for the national team.,1_No_hallucination,No debería jugar en la selección además juega pésimo por la selección.,He shouldn't be playing for the national team.,spa_Latn_eng_Latn,1.236677885055542,-0.6640557,-0.62615013,-0.00023410533,"1. Target Translation: Si deseas aprender cómo lanzar un bumberan y que vuelva a su mano, asegúrate de contar con uno que sea adecuado para el regreso. Source Sentence: Si deseas aprender cómo lanzar un bumberan y que vuelva a su mano, asegúrate de contar con uno que sea adecuado para el regreso. Target Translation: If you want to learn how to throw a buffalo and get it back into your hand, make sure you have one that' s suitable for the return. Output: 1. Target Translation: Si deseas aprender cómo lanzar un bumberan y que vuelva a su mano, asegúrate de contar con uno que sea adecuado para el regreso. Source Sentence: Si deseas aprender cómo lanzar un bumberan y que vuelva a su mano, asegúrate de contar con uno que sea adecuado para el regreso. Target Translation: If you want to learn how to throw a buffalo and get it back into your hand, make sure you have one that' s suitable for the return. Output: 2_Small_hallucination",
spa_Latn,eng_Latn,18px,This is not a problem.,<<<This is not a problem.>>>,4_Full_hallucination,18px,This is not a problem.,spa_Latn_eng_Latn,1.0794217139482498,-0.13082798,-0.31766927,-0.022591755,"If you want to learn how to throw a buffalo and get it back into your hand, make sure you have one that' s suitable for the return.",2_Small_hallucination
spa_Latn,eng_Latn,Guarde otra copia en la maleta y una digital (envíela por correo electrónico como archivo adjunto o súbala a la «nube»).,Keep another copy in the suitcase and email it as an attachment or a submission to the cloud.,Keep another copy in the suitcase and email it as an attachment or a submission to the cloud.,1_No_hallucination,Guarde otra copia en la maleta y una digital (envíela por correo electrónico como archivo adjunto o súbala a la «nube»).,Keep another copy in the suitcase and email it as an attachment or a submission to the cloud.,spa_Latn_eng_Latn,0.9177800118923188,-0.7552898,-0.8062341,-0.99836415,"If you want to learn how to throw a <<buffalo>> and get it back into your hand, make sure you have one that's suitable for the return.",
spa_Latn,eng_Latn,Por qué insistimos en decir que fue ministro de Información y Turismo cuando Francisco Franco era jefe del Estado?,Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?,Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?,1_No_hallucination,Por qué insistimos en decir que fue ministro de Información y Turismo cuando Francisco Franco era jefe del Estado?,Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?,spa_Latn_eng_Latn,0.690526694059372,-0.94987947,-0.8558572,-0.9992594,"The target sentence is: ""Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?""",
spa_Latn,eng_Latn,"«Todos estábamos, sencillamente, en estado de conmoción absoluta», declaró la madre.","""We were all, simply, in a state of absolute shock"", the mother declared.","""We were all, simply, in a state of absolute shock"", the mother declared.",1_No_hallucination,"«Todos estábamos, sencillamente, en estado de conmoción absoluta», declaró la madre.","""We were all, simply, in a state of absolute shock"", the mother declared.",spa_Latn_eng_Latn,0.4161739945411682,-0.9559585,-0.85357964,-0.9991599,The target sentence is not provided in this format. Please provide the target sentence for me to evaluate hallucinations.,
spa_Latn,eng_Latn,Ya me preguntaba dónde andarías porque hacía unos días que no te veía por ahí.,I was wondering where you were going because I haven't seen you around in a few days.,I was wondering where you were going because I haven't seen you around in a few days.,1_No_hallucination,Ya me preguntaba dónde andarías porque hacía unos días que no te veía por ahí.,I was wondering where you were going because I haven't seen you around in a few days.,spa_Latn_eng_Latn,0.8817570209503174,-0.8871952,-0.87489974,-0.99947506,Output:,
spa_Latn,eng_Latn,Alvaro Perez Perez (discusión) 18/01/2013 (UTC),The European Parliament has adopted a resolution on the proposal for a European Parliament and Council directive amending Regulation (EC) No 45/2001 on the approximation of the laws of the Member States relating to the protection of individuals with regard to the processing of personal data.,<<<The European Parliament has adopted a resolution on the proposal for a European Parliament and Council directive amending Regulation (EC) No 45/2001 on the approximation of the laws of the Member States relating to the protection of individuals with regard to the processing of personal data.>>>,4_Full_hallucination,Alvaro Perez Perez (discusión) 18/01/2013 (UTC),The European Parliament has adopted a resolution on the proposal for a European Parliament and Council directive amending Regulation (EC) No 45/2001 on the approximation of the laws of the Member States relating to the protection of individuals with regard to the processing of personal data.,spa_Latn_eng_Latn,1.2791634500026705,-0.3440577,-0.59289014,-0.0012225162,"The target sentence does not contain any hallucinations according to the criteria provided. Therefore, the hallucination classification label is ""No_hallucination"".",
spa_Latn,eng_Latn,Dice que es 0 veces más veloz .,He says it 's 0 times faster .,He says it 's 0 times faster .,1_No_hallucination,Dice que es 0 veces más veloz .,He says it 's 0 times faster .,spa_Latn_eng_Latn,0.8392771482467651,-0.94408906,-0.87362325,-0.998146,"The target sentence, with hallucinated words or phrases marked using <<<<< >>>>, is:",```vbnet
spa_Latn,eng_Latn,"Mis opiniones las expreso como quiero, pero no dejo que influencien mis ediciones del artículo.","I express my views as much as I want, but I don't let them influence my writing.","I express my views <<<as much>>> as I want, but I don't let them influence my <<<writing>>>.",3_Partial_hallucination,"Mis opiniones las expreso como quiero, pero no dejo que influencien mis ediciones del artículo.","I express my views as much as I want, but I don't let them influence my writing.",spa_Latn_eng_Latn,0.7650230526924133,-0.87886417,-0.8494668,-0.99948865,"The target sentence is ""If you want to learn how to throw a buffalo and get it back into your hand, make sure you have one that' s suitable for the return."" There are no hallucinations in this sentence. Therefore, the classification label is 1_No_hallucination.",
spa_Latn,eng_Latn,DA LA CARA!!,Give it up!,Give <<<it up>>>!,4_Full_hallucination,DA LA CARA!!,Give it up!,spa_Latn_eng_Latn,1.4936589300632477,-0.55001247,-0.4603749,-2.3977256e-07,"The target sentence is: ""DA LA CARA!!""",
spa_Latn,eng_Latn,"Por ello, los permisos de travesía para toda fecha de inicio dentro del mes de mayo estarán disponibles a partir del 1 de enero.","For this reason, travel authorisations for any start date within May will be available from 1 January.","For this reason, travel authorisations for any start date within May will be available from 1 January.",1_No_hallucination,"Por ello, los permisos de travesía para toda fecha de inicio dentro del mes de mayo estarán disponibles a partir del 1 de enero.","For this reason, travel authorisations for any start date within May will be available from 1 January.",spa_Latn_eng_Latn,0.8733812570571899,-0.9477819,-0.87103575,-0.9994343,Here is the target sentence with hallucinations marked:,
spa_Latn,eng_Latn,La NBA tomó la decisión tras el resultado positivo de un jugador de Utah Jazz para el virus COVID-19.,The NBA made the decision after a Utah Jazz player tested positive for the virus.,The NBA made the decision after a Utah Jazz player tested positive for the virus.,1_No_hallucination,La NBA tomó la decisión tras el resultado positivo de un jugador de Utah Jazz para el virus COVID-19.,The NBA made the decision after a Utah Jazz player tested positive for the virus.,spa_Latn_eng_Latn,0.4989382624626159,-0.8404578,-0.851524,-0.021361532,"The target sentence, with hallucinated words or phrases marked using <<< >>>.",
spa_Latn,eng_Latn,"La mayor parte de los objetos que fueron enterrados con Tutankamón se han conservado en buen estado, entre ellos, miles de artefactos elaborados con metales preciosos y piedras exóticas.","Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.","Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.",1_No_hallucination,"La mayor parte de los objetos que fueron enterrados con Tutankamón se han conservado en buen estado, entre ellos, miles de artefactos elaborados con metales preciosos y piedras exóticas.","Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.",spa_Latn_eng_Latn,0.5636851489543915,-0.93513936,-0.9406577,-0.99947983,The target sentence is:,
spa_Latn,eng_Latn,"Victoria Falls es una ciudad en el oeste de Zimbabwe, pasando la frontera con Livingstone, Zambia, y cercana a Botswana.","Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.","Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.",1_No_hallucination,"Victoria Falls es una ciudad en el oeste de Zimbabwe, pasando la frontera con Livingstone, Zambia, y cercana a Botswana.","Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.",spa_Latn_eng_Latn,0.302272617816925,-0.9671271,-0.9410865,-0.00026595325,The target sentence contains hallucinations. Hallucinations are present in the target sentence as follows:,
spa_Latn,eng_Latn,Seguidamente comentó: «Es una situación de gravedad. Den por seguro que nuestro sistema funciona tan bien como debería».,"He said: ""It's a very serious situation, and I'm sure it's going to work.","He said: ""It's a <<<very>>> serious situation, and I'm sure it's going to work.",2_Small_hallucination,Seguidamente comentó: «Es una situación de gravedad. Den por seguro que nuestro sistema funciona tan bien como debería».,"He said: ""It's a very serious situation, and I'm sure it's going to work.",spa_Latn_eng_Latn,1.094716027379036,-0.68946075,-0.7480384,-0.0016718672,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>.",
spa_Latn,eng_Latn,", cambiado «español» por «hispanouruguayo», que lo refleja mejor.",", changed from Spanish to Uruguayan, which better reflects it.",", changed from Spanish to Uruguayan, which better reflects it.",1_No_hallucination,", cambiado «español» por «hispanouruguayo», que lo refleja mejor.",", changed from Spanish to Uruguayan, which better reflects it.",spa_Latn_eng_Latn,1.3156474828720093,-0.7827735,-0.8367983,-0.9980617,"The target sentence is: ""If you want to learn how to throw a buffalo and get it back into your hand, make sure you have one that' s suitable for the return."" The hallucination classification label is 2_Small_hallucination.",
spa_Latn,eng_Latn,He aportado datos concretos y verificables para enriquecer y ajustar a la realidad el artículo.,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,1_No_hallucination,He aportado datos concretos y verificables para enriquecer y ajustar a la realidad el artículo.,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,spa_Latn_eng_Latn,0.658180832862854,-0.88448703,-0.93408424,-0.7559533,"The target sentence is: ""I have provided concrete and verifiable data for the purpose of enriching and adapting the article.""",
spa_Latn,eng_Latn,"Una caballería es una fuerza de combate montada a caballo. En aquel tiempo, todavía no existían las monturas; la caballería asiria batalló sobre los lomos desnudos de los equinos.","A cavalry force is a force for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers.","A cavalry <<<force>>> is a force <<<for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers>>>.",3_Partial_hallucination,"Una caballería es una fuerza de combate montada a caballo. En aquel tiempo, todavía no existían las monturas; la caballería asiria batalló sobre los lomos desnudos de los equinos.","A cavalry force is a force for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers.",spa_Latn_eng_Latn,1.462029665708542,-0.47070044,-0.7323359,-3.916147e-06,Here's the target sentence with hallucinations marked using <<< >>>.,
spa_Latn,eng_Latn,La sangre fluye desde el corazón a través de unas vías llamadas arterias y regresa a éste por otras denominadas venas. Los conductos más pequeños de todos reciben el nombre de capilares.,"Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries.","Blood flows from the heart through the arteries and into the veins <<<of the heart>>>, the smallest of which is known as the capillaries.",2_Small_hallucination,La sangre fluye desde el corazón a través de unas vías llamadas arterias y regresa a éste por otras denominadas venas. Los conductos más pequeños de todos reciben el nombre de capilares.,"Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries.",spa_Latn_eng_Latn,0.7904524505138397,-0.8106657,-0.82704306,-0.99808717,"1. The target sentence is ""Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries."".",2. The hallucination classification label on a new line is 2_Small_hallucination.
spa_Latn,eng_Latn,Pero lo real es que Obama es nestizo.,"But the real thing is, Obama is a jerk.","But the real thing is, Obama is a <<<jerk>>>.",2_Small_hallucination,Pero lo real es que Obama es nestizo.,"But the real thing is, Obama is a jerk.",spa_Latn_eng_Latn,0.6813128888607025,-0.9304524,-0.7251279,-0.9872205,"1. Target translation: But the real thing is, Obama is a jerk.",2. Hallucination classification label: 3_Partial_hallucination
spa_Latn,eng_Latn,me llamo aziz soy un pro comparados con otros quien lo leea es tonto a lo mejor es que tengo faltas pero es porque no lo leeo,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,1_No_hallucination,me llamo aziz soy un pro comparados con otros quien lo leea es tonto a lo mejor es que tengo faltas pero es porque no lo leeo,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,spa_Latn_eng_Latn,1.4033250510692596,-0.93602276,-0.9290532,-0.99831533,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>.",
spa_Latn,eng_Latn,"Bueno, Buce, ¡Qué los cumplas muy feliz! .","Well, I guess I'll just have to say goodbye.","Well, <<<I guess I'll just have to say goodbye>>>.",4_Full_hallucination,"Bueno, Buce, ¡Qué los cumplas muy feliz! .","Well, I guess I'll just have to say goodbye.",spa_Latn_eng_Latn,1.516137957572937,-0.2679984,-0.44294304,-0.001228947,"The target sentence is missing a word in the source sentence ""¡Qué los cumplas muy feliz!"""". The hallucination classification label on a new line is ""2_Small_hallucination"" "".",
spa_Latn,eng_Latn,"como me vuelvas a tocar los huevo borrandome un articulo de MV, te arranco las piernas ke soy pucelano yo tambien.","If you ever touch me again, I'll rip your legs off, and I'll be fine.","If you ever touch me again, I'll rip your legs off, and I'll be <<<fine>>>.",2_Small_hallucination,"como me vuelvas a tocar los huevo borrandome un articulo de MV, te arranco las piernas ke soy pucelano yo tambien.","If you ever touch me again, I'll rip your legs off, and I'll be fine.",spa_Latn_eng_Latn,1.814876198768616,-0.5058322,-0.74602777,-5.3629505e-05,The target sentence contains 2 hallucinations:,
spa_Latn,eng_Latn,Hsieh también manifestó que el agraciado Ma era más apariencia que contenido.,Hsieh also stated that the graceful Ma was more of an appearance than a content.,Hsieh also stated that the graceful Ma was more of an appearance than a content.,1_No_hallucination,Hsieh también manifestó que el agraciado Ma era más apariencia que contenido.,Hsieh also stated that the graceful Ma was more of an appearance than a content.,spa_Latn_eng_Latn,1.1095981001853945,-0.86690795,-0.9275422,-0.99872226,1. Target Translation: Hsieh también manifestó que el agraciado Ma era más apariencia que contenido.,2. Hallucination Classification Label: 2_Small_hallucination
spa_Latn,eng_Latn,Este problema cada vez es menos importante gracias a que los fabricantes de lentes logran estándares más altos en su producción.,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,1_No_hallucination,Este problema cada vez es menos importante gracias a que los fabricantes de lentes logran estándares más altos en su producción.,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,spa_Latn_eng_Latn,0.5129562616348267,-0.9341968,-0.9463037,-0.9994066,"The target sentence is: ""This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.""",
spa_Latn,eng_Latn,Chien(ôÔ) 20:55 5 enero 2007 (CEST),It's the first time I've ever been in a relationship with a woman.,<<<It's the first time I've ever been in a relationship with a woman>>>.,4_Full_hallucination,Chien(ôÔ) 20:55 5 enero 2007 (CEST),It's the first time I've ever been in a relationship with a woman.,spa_Latn_eng_Latn,1.5525487661361694,-0.15786704,-0.3391692,-4.488447e-05,It's the first time I've ever been in a relationship with a woman.,
spa_Latn,eng_Latn,"Disculpa que hemos guardado el contenido a mitad del trabajo ya está resuelto, gracias.Lluma-",I'm sorry we kept the content in the middle of the day.,I'm sorry we kept the content in the middle of the <<<day>>>.,2_Small_hallucination,"Disculpa que hemos guardado el contenido a mitad del trabajo ya está resuelto, gracias.Lluma-",I'm sorry we kept the content in the middle of the day.,spa_Latn_eng_Latn,1.5327264070510864,-0.64259565,-0.5917655,-0.00046804256,"It's already solved, thanks. Luma",
spa_Latn,eng_Latn,"Bueno, nada, el ñoño ese me soltó no me acuerdo ya el que, en el artículo que veo borró Gaeddal en realidad finalmente, en ese yo no hacía más que revertirlo, que quitaba el destruir él","Well, I don't remember the last time I saw him, but I'm sure he'd be happy to see me get out of the way.","Well, I don't remember <<<the last time I saw him, but I'm sure he'd be happy to see me get out of the way>>>.",3_Partial_hallucination,"Bueno, nada, el ñoño ese me soltó no me acuerdo ya el que, en el artículo que veo borró Gaeddal en realidad finalmente, en ese yo no hacía más que revertirlo, que quitaba el destruir él","Well, I don't remember the last time I saw him, but I'm sure he'd be happy to see me get out of the way.",spa_Latn_eng_Latn,1.8547804355621336,-0.5020031,-0.61854494,-4.642463e-05,"1. El ñoño ese me soltó no me acuerdo ya el que, en el artículo que veo borro Gaeddal en realidad finalmente, en ese yo no hacía más que revertirlo, que quitaba el destruir él","Target translation: Well, I don' remember the last time I saw him, but I' m sure he'd be happy to see me get out of the way."
spa_Latn,eng_Latn,Estos eventos suelen durar de tres a seis meses y se realizan en predios de una superficie no menor a 50 hectáreas.,These events usually last from three to six months and are held on premises of not less than 50 hectares.,These events usually last from three to six months and are held on premises of not less than 50 hectares.,1_No_hallucination,Estos eventos suelen durar de tres a seis meses y se realizan en predios de una superficie no menor a 50 hectáreas.,These events usually last from three to six months and are held on premises of not less than 50 hectares.,spa_Latn_eng_Latn,0.4416271448135376,-0.9424025,-0.9413355,-0.99937403,Output:,
