,src_lang,tgt_lang,src_text,mt_text,ground_truth_text,ground_truth_classification,raw_output,prediction_hall,prediction_label,prompt_method,model,span_match_type,score_comet_qe
152,spa_Latn,eng_Latn,"Por ello, los permisos de travesía para toda fecha de inicio dentro del mes de mayo estarán disponibles a partir del 1 de enero.","For this reason, travel authorisations for any start date within May will be available from 1 January.","For this reason, travel authorisations for any start date within May will be available from 1 January.",1_No_hallucination,"1. For this reason, travel authorisations for any start date within May will be available from 1 January.
2. No_hallucination","1. For this reason, travel authorisations for any start date within May will be available from 1 January.",no_hallucination,one,gemma2,true_negative,0.8733812570571899
153,spa_Latn,eng_Latn,La NBA tomó la decisión tras el resultado positivo de un jugador de Utah Jazz para el virus COVID-19.,The NBA made the decision after a Utah Jazz player tested positive for the virus.,The NBA made the decision after a Utah Jazz player tested positive for the virus.,1_No_hallucination,"1. The NBA made the decision after a Utah Jazz player tested positive for the virus. 
2_Small_hallucination",1. The NBA made the decision after a Utah Jazz player tested positive for the virus.,small_hallucination,one,gemma2,true_negative,0.4989382624626159
154,spa_Latn,eng_Latn,"La mayor parte de los objetos que fueron enterrados con Tutankamón se han conservado en buen estado, entre ellos, miles de artefactos elaborados con metales preciosos y piedras exóticas.","Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.","Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.",1_No_hallucination,"1.  Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones. 
2. No_hallucination","1.  Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.",no_hallucination,one,gemma2,true_negative,0.5636851489543915
155,spa_Latn,eng_Latn,"Victoria Falls es una ciudad en el oeste de Zimbabwe, pasando la frontera con Livingstone, Zambia, y cercana a Botswana.","Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.","Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.",1_No_hallucination,"1. Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana. 
2. No_hallucination 


**Explanation:**

The target sentence accurately reflects the information provided in the source sentence without any invented or unrelated content.","1. Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.",no_hallucination,one,gemma2,true_negative,0.302272617816925
156,spa_Latn,eng_Latn,Seguidamente comentó: «Es una situación de gravedad. Den por seguro que nuestro sistema funciona tan bien como debería».,"He said: ""It's a very serious situation, and I'm sure it's going to work.","He said: ""It's a <<<very>>> serious situation, and I'm sure it's going to work.",2_Small_hallucination,"1.  He said: ""It's a very serious situation, and I'm sure it's going to work.""

2. No_hallucination","1.  He said: ""It's a very serious situation, and I'm sure it's going to work.""",no_hallucination,one,gemma2,false_negative,1.094716027379036
157,spa_Latn,eng_Latn,", cambiado «español» por «hispanouruguayo», que lo refleja mejor.",", changed from Spanish to Uruguayan, which better reflects it.",", changed from Spanish to Uruguayan, which better reflects it.",1_No_hallucination,"1. , changed «español» by «hispanouruguayo», which better reflects it. 
2_Small_hallucination 


**Explanation:**

* **Source sentence:**  Mentions a change from ""español"" (Spanish) to ""hispanouruguayo"" (""Uruguayan""). 
* **Target Sentence:** Rephrasing is done, but does not include invented information. It's about the correct translation of the source. 


Let me know if you have any other translations for which I can help!",,small_hallucination,one,gemma2,true_negative,1.3156474828720093
158,spa_Latn,eng_Latn,He aportado datos concretos y verificables para enriquecer y ajustar a la realidad el artículo.,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,1_No_hallucination,"1.  He aportado datos concretos y verificables para enriquecer y ajustar a la realidad el artículo. 

2. Partial_hallucination 


**Explanation:**

The ""enriquecer"" (enrich) and ""ajustar a la realidad"" (adapt to reality)"" are likely added words that don't appear in the source sentence but reflect an interpretation of what might be necessary for the article to be improved. These additions introduce extra information not directly expressed or implied by the Spanish text.",,partial_hallucination,one,gemma2,true_negative,0.658180832862854
159,spa_Latn,eng_Latn,"Una caballería es una fuerza de combate montada a caballo. En aquel tiempo, todavía no existían las monturas; la caballería asiria batalló sobre los lomos desnudos de los equinos.","A cavalry force is a force for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers.","A cavalry <<<force>>> is a force <<<for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers>>>.",3_Partial_hallucination,"1. A cavalry force is a force for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers. 

2. Partial_hallucination 


**Explanation:**

The target sentence includes the phrase ""but it has to be an army of soldiers"" which is a clear invention and doesn't correspond with the source text which focuses on the nature of cavalry and its origin.","1. A cavalry force is a force for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers.",partial_hallucination,one,gemma2,false_negative,1.462029665708542
160,spa_Latn,eng_Latn,La sangre fluye desde el corazón a través de unas vías llamadas arterias y regresa a éste por otras denominadas venas. Los conductos más pequeños de todos reciben el nombre de capilares.,"Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries.","Blood flows from the heart through the arteries and into the veins <<<of the heart>>>, the smallest of which is known as the capillaries.",2_Small_hallucination,"1. Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries. 
2. Partial_hallucination","1. Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries.",partial_hallucination,one,gemma2,false_negative,0.7904524505138397
161,spa_Latn,eng_Latn,Pero lo real es que Obama es nestizo.,"But the real thing is, Obama is a jerk.","But the real thing is, Obama is a <<<jerk>>>.",2_Small_hallucination,"1.  But the real thing is, Obama is a jerk. <<< >>> 
2.  2_Small_hallucination","1.  But the real thing is, Obama is a jerk. <<< >>>",small_hallucination,one,gemma2,partial_or_different,0.6813128888607025
162,spa_Latn,eng_Latn,me llamo aziz soy un pro comparados con otros quien lo leea es tonto a lo mejor es que tengo faltas pero es porque no lo leeo,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,1_No_hallucination,"1. My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it
2. 3_Partial_hallucination  


**Explanation:**

The translation introduces ""reads it"" as an independent part of the sentence that doesn't appear in the source. Also, ""silly"", ""flawed"", and ""don't read it"" are added. They do not correspond directly to what is being conveyed in the original sentence.",1. My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,partial_hallucination,one,gemma2,true_negative,1.4033250510692596
163,spa_Latn,eng_Latn,"Bueno, Buce, ¡Qué los cumplas muy feliz! .","Well, I guess I'll just have to say goodbye.","Well, <<<I guess I'll just have to say goodbye>>>.",4_Full_hallucination,"1. Well, I guess I'll just have to say goodbye. 
2. No_hallucination 


Let me know if you'd like me to evaluate more examples or want to discuss the process in detail!","1. Well, I guess I'll just have to say goodbye.",no_hallucination,one,gemma2,false_negative,1.516137957572937
164,spa_Latn,eng_Latn,"como me vuelvas a tocar los huevo borrandome un articulo de MV, te arranco las piernas ke soy pucelano yo tambien.","If you ever touch me again, I'll rip your legs off, and I'll be fine.","If you ever touch me again, I'll rip your legs off, and I'll be <<<fine>>>.",2_Small_hallucination,"1.  If you ever touch me again, I'll rip your legs off, and I'll be fine. 

2.  Full_hallucination 


**Explanation:**

The target sentence contains the hallucinated phrase ""I'll rip your legs off."" This content is not present in the source sentence and introduces unrelated information. It directly contradicts the source content, indicating a full hallucination.","1.  If you ever touch me again, I'll rip your legs off, and I'll be fine.",full_hallucination,one,gemma2,false_negative,1.814876198768616
165,spa_Latn,eng_Latn,Hsieh también manifestó que el agraciado Ma era más apariencia que contenido.,Hsieh also stated that the graceful Ma was more of an appearance than a content.,Hsieh also stated that the graceful Ma was more of an appearance than a content.,1_No_hallucination,"1. Hsieh also stated that the graceful Ma was more of an appearance than a content. 
2.  Small_hallucination",1. Hsieh also stated that the graceful Ma was more of an appearance than a content.,small_hallucination,one,gemma2,true_negative,1.1095981001853945
166,spa_Latn,eng_Latn,Este problema cada vez es menos importante gracias a que los fabricantes de lentes logran estándares más altos en su producción.,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,1_No_hallucination,"1.  This problem is becoming less and less important as lens manufacturers achieve higher standards in their production. 
2. No_hallucination",1.  This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,no_hallucination,one,gemma2,true_negative,0.5129562616348267
167,spa_Latn,eng_Latn,Chien(ôÔ) 20:55 5 enero 2007 (CEST),It's the first time I've ever been in a relationship with a woman.,<<<It's the first time I've ever been in a relationship with a woman>>>.,4_Full_hallucination,"1.  It's the first time I've ever been in a relationship with a woman.
2.  1_No_hallucination",1.  It's the first time I've ever been in a relationship with a woman.,no_hallucination,one,gemma2,false_negative,1.5525487661361694
168,spa_Latn,eng_Latn,"Disculpa que hemos guardado el contenido a mitad del trabajo ya está resuelto, gracias.Lluma-",I'm sorry we kept the content in the middle of the day.,I'm sorry we kept the content in the middle of the <<<day>>>.,2_Small_hallucination,"1.  I'm sorry we kept the content in the middle of the day. 

2_Small_hallucination",1.  I'm sorry we kept the content in the middle of the day.,small_hallucination,one,gemma2,false_negative,1.5327264070510864
169,spa_Latn,eng_Latn,"Bueno, nada, el ñoño ese me soltó no me acuerdo ya el que, en el artículo que veo borró Gaeddal en realidad finalmente, en ese yo no hacía más que revertirlo, que quitaba el destruir él","Well, I don't remember the last time I saw him, but I'm sure he'd be happy to see me get out of the way.","Well, I don't remember <<<the last time I saw him, but I'm sure he'd be happy to see me get out of the way>>>.",3_Partial_hallucination,"1. Well, I don't remember the last time I saw him, but I'm sure he'd be happy to see me get out of the way. <<< Gaeddal>>>

2_Small_hallucination","1. Well, I don't remember the last time I saw him, but I'm sure he'd be happy to see me get out of the way. <<< Gaeddal>>>",small_hallucination,one,gemma2,partial_or_different,1.8547804355621336
170,spa_Latn,eng_Latn,Estos eventos suelen durar de tres a seis meses y se realizan en predios de una superficie no menor a 50 hectáreas.,These events usually last from three to six months and are held on premises of not less than 50 hectares.,These events usually last from three to six months and are held on premises of not less than 50 hectares.,1_No_hallucination,"1.  These events usually last from three to six months and are held on premises of not less than 50 hectares.
2.  No_hallucination",1.  These events usually last from three to six months and are held on premises of not less than 50 hectares.,no_hallucination,one,gemma2,true_negative,0.4416271448135376
171,spa_Latn,eng_Latn,Saludos.Marcos,Greetings from all over the world,Greetings <<<from all over the world>>>,4_Full_hallucination,"1. Greetings from all over the world 
2. 1_No_hallucination",1. Greetings from all over the world,no_hallucination,one,gemma2,false_negative,0.8974385559558868
172,spa_Latn,eng_Latn,"Che ,payaso ,las IPs publicas las puede tener cualquiera ,FIJATE CON QUIEN TE METES , payasos ignorantes, lo importante es el FULBO","That's right, you've got a lot to do with the fact that you're not the only one who can't afford it.","<<<That's right, you've got a lot to do with the fact that you're not the only one who can't afford it>>>.",4_Full_hallucination,"1.  That's right, you've got a lot to do with the fact that you're not the only one who can't afford it. <<< ***FIJATE CON QUIEN TE METES, payasos ignorantes*** 

2. Partial_hallucination 


**Explanation:**

The target sentence introduces ""FIJATE CON QUIEN TE METES, payasos ignorantes"" which is a completely unrelated phrase to the source sentence. The other parts are direct translations.",,partial_hallucination,one,gemma2,false_negative,2.016654849052429
173,spa_Latn,eng_Latn,"el hip-hop y el regeton no tienen nada en comun. todo el que dice que el regeton viene del hip-hop o de el rap, es porque esta mal de la cabeza y no tiene ni idea de que es el regeton (pura basura).","Hip-hop and reggaeton have nothing in common. Everyone who says reggaeton comes from hip-hop or rap, it's because he has a headache and he has no idea what reggaeton is.","Hip-hop and reggaeton have nothing in common. Everyone who says reggaeton comes from hip-hop or rap, it's because he has a headache and he has no idea what reggaeton is.",1_No_hallucination,"1.  Hip-hop and reggaeton have nothing in common. Everyone who says reggaeton comes from hip-hop or rap, it's because he has a headache and he has no idea what reggaeton is. (pura basura)

2. 3_Partial_hallucination","1.  Hip-hop and reggaeton have nothing in common. Everyone who says reggaeton comes from hip-hop or rap, it's because he has a headache and he has no idea what reggaeton is. (pura basura)",partial_hallucination,one,gemma2,true_negative,0.8914244621992111
174,spa_Latn,eng_Latn,Por milenios y milenios las personas han fabricado y utilizando lentes de aumento.,For millennia and millennia people have manufactured and used magnifying glasses.,For millennia and millennia people have manufactured and used magnifying glasses.,1_No_hallucination,"1. For millennia and millennia people have manufactured and used magnifying glasses. 
2. 3_Partial_hallucination 


**Explanation:**

While the target sentence gets the general meaning across, it introduces ""magnifying glasses"" as a concept that wasn't explicitly mentioned in the source sentence.   This is considered partial-hallucination because there are multiple words introduced that don't directly correspond to the source.",1. For millennia and millennia people have manufactured and used magnifying glasses.,partial_hallucination,one,gemma2,true_negative,0.6998139321804047
175,spa_Latn,eng_Latn,"Desde su concepción, The Onion se ha vuelto un verdadero imperio de parodias de noticias, con una edición impresa, una página web que recibió 5 000 000 de visitas únicas en el mes de octubre, publicidad personal, una red de noticias las 24 horas, pódcast y el recientemente lanzado atlas mundial llamado Nuestro Bobo Mundo.","Since its inception, The Onion has grown into a full-fledged media empire, featuring a printed edition, a website with 5 million unique visitors per month, and a 24-hour newsgroup, a podcast, and a global catalogue.","Since its inception, The Onion has grown into a full-fledged <<<media>>> empire, featuring a printed edition, a website with 5 million unique visitors per month, and a 24-hour newsgroup, a podcast, and a global catalogue.",2_Small_hallucination,"1. Desde su concepción, The Onion se ha vuelto un verdadero imperio de parodias de noticias, con una edición impresa, una página web que recibió 5 000 000 de visitas únicas en el mes de octubre, publicidad personal, una red de noticias las 24 horas, pódcast y el recientemente lanzado atlas mundial llamado Nuestro Bobo Mundo.
2. 3_Partial_hallucination

**Explanation:** The translation contains a partial hallucination because the target sentence introduces additional information not present in the source sentence. It adds details about ""a 24-hour newsgroup,"" a ""podcast,"" and a ""global catalogue"" which are not explicitly mentioned in the source sentence.",,partial_hallucination,one,gemma2,false_negative,0.7126313745975494
176,spa_Latn,eng_Latn,"Deberían añadir el PIB nominal per capita, de acuerdo (es sería más imparcial en mi opiníon, eso es, los dos, el nominal y el PBI PPA per capita): 46 Uruguay 14,672 49 Chile 13,970 53 Brazil 12,917 61 Argentina 10,640 http://www.imf.org/external/pubs/ft/weo/2011/02/weodata/weorept.aspx?sy=2011&ey=20","They should add the nominal GDP per capita, agree (it would be more impartial in my opinion, that is, the two, the nominal and the PPA GDP per capita): 46 Uruguay 14,672 49 Chile 13,970 53 Brazil 12,917 61 Argentina 10,640 http://www.imf.org/external/pubs/ft/weo/2011/02/weodata/weorept.aspx?sy=2011&ey=20","They should add the nominal GDP per capita, agree (it would be more impartial in my opinion, that is, the two, the nominal and the PPA GDP per capita): 46 Uruguay 14,672 49 Chile 13,970 53 Brazil 12,917 61 Argentina 10,640 http://www.imf.org/external/pubs/ft/weo/2011/02/weodata/weorept.aspx?sy=2011&ey=20",1_No_hallucination,"1.  They should add the nominal GDP per capita, agree (it would be more impartial in my opinion, that is, the two, the nominal and the PPA GDP per capita): 46 Uruguay 14,672 49 Chile 13,970 53 Brazil 12,917 61 Argentina 10,640 http://www.imf.org/external/pubs/ft/weo/2011/02/weodata/weorept.aspx?sy=2011&ey=20
2.  3_Partial_hallucination","1.  They should add the nominal GDP per capita, agree (it would be more impartial in my opinion, that is, the two, the nominal and the PPA GDP per capita): 46 Uruguay 14,672 49 Chile 13,970 53 Brazil 12,917 61 Argentina 10,640 http://www.imf.org/external/pubs/ft/weo/2011/02/weodata/weorept.aspx?sy=2011&ey=20",partial_hallucination,one,gemma2,true_negative,1.0474162362515926
177,spa_Latn,eng_Latn,Lo desarrolló John Smith en la década de 1970 a fin de contribuir con los plegadores inexpertos o con habilidades motoras reducidas.,It was developed by John Smith in the 1970s to help inexperienced folders or those with reduced motor skills.,It was developed by John Smith in the 1970s to help inexperienced folders or those with reduced motor skills.,1_No_hallucination,"1. It was developed by John Smith in the 1970s to help inexperienced folders or those with reduced motor skills.

2_Small_hallucination",1. It was developed by John Smith in the 1970s to help inexperienced folders or those with reduced motor skills.,small_hallucination,one,gemma2,true_negative,1.3173139691352844
178,spa_Latn,eng_Latn,el pene es el k se le atoro el otro dia a alfonso barrera martines al intentar lamberlo una ves k se lo pudieron sacar era demaciado tarde,The penis is the same as the one you used to have the other day when you tried to lick it.,The penis is the <<<same as the>>> one <<<you used to have>>> the other day when you tried to lick it.,3_Partial_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>. 
The target translation:  The penis is the same as the one you used to have the other day when you tried to lick it.

2_Partial_hallucination",The target translation:  The penis is the same as the one you used to have the other day when you tried to lick it.,partial_hallucination,one,gemma2,false_negative,1.8439275622367857
179,spa_Latn,eng_Latn,travis es una berga joto deverias aprender de su musica seudo punki caguamero travis es exelente y eso no lo puedes negar ¿quien es el idiota ahora?,Travis is a hothead. You should learn from his music.,Travis is a <<<hothead>>>. You should learn from his music.,2_Small_hallucination,"If you want to learn how to throw a buffalo and get it back into your hand, make sure you have one that's suitable for the return.

3_Partial_hallucination",,partial_hallucination,one,gemma2,false_negative,1.261618584394455
180,spa_Latn,eng_Latn,"{| class= infobox_v2 ! class= slim colspan= 2 style= background-color:#f0e68c; font-size:120% | Black 45 |230px |- | Nombre Amazan Mathieu | Nacimiento 22 de junio de 1989 () | Origen ,Port-au-Prince | Género(s) Latin, Urban, Music, Reggaetón | Ocupación Cantante, composi",This is the first time I've ever heard of this song. It's the first time that I've heard it.,<<<This is the first time I've ever heard of this>>> song. <<<It's the first time that I've heard it>>>.,4_Full_hallucination,"1.  This is the first time I've ever heard of this song. It's the first time that I've heard it. 

2. No_hallucination",1.  This is the first time I've ever heard of this song. It's the first time that I've heard it.,no_hallucination,one,gemma2,false_negative,2.054603099822998
181,spa_Latn,eng_Latn,Procure asegurarse de que el agente con el que haga su reserva cuente con conocimiento especializado sobre Galápagos y sobre una amplia variedad de barcos en ese destino.,Make sure that the agent with whom you make the reservation has the expertise of a wide variety of ships.,Make sure that the agent with whom you make the reservation has the expertise of a wide variety of ships.,1_No_hallucination,"1. Procure asegurarse de que el agente con el que haga su reserva cuente con conocimiento especializado sobre Galápagos y sobre una amplia variedad de barcos en ese destino. 

2. No_hallucination",,no_hallucination,one,gemma2,true_negative,0.7991163730621338
182,spa_Latn,eng_Latn,Se dio inicio a una pesquisa para investigar.,He started a search to find out.,He started a search to find out.,1_No_hallucination,"1.  Se dio inicio a una pesquisa para investigar. 
<<< Started a research to investigate. >>>
2.  No_hallucination",,no_hallucination,one,gemma2,true_negative,0.8191923201084137
183,spa_Latn,eng_Latn,Las conexiones de cable de fibra óptica submarinos que llegan hasta Europa y el satélite de banda ancha hacen posible que Groenlandia cuente con buena conectividad y que el 93% de la población tenga acceso a Internet.,Underwater fibre connections to Europe and to the rest of the world make it possible for Greenland to have good connectivity and to have access to the internet for the first time.,Underwater fibre connections to Europe <<<and to the rest of the world>>> make it possible for Greenland to have good connectivity and to have access to the internet <<<for the first time>>>.,3_Partial_hallucination,"1. Underwater fibre connections to Europe and to the rest of the world make it possible for Greenland to have good connectivity and to have access to the internet for the first time. 

2. Partial_hallucination",1. Underwater fibre connections to Europe and to the rest of the world make it possible for Greenland to have good connectivity and to have access to the internet for the first time.,partial_hallucination,one,gemma2,false_negative,0.6923821568489075
184,spa_Latn,eng_Latn,Pero lo real es que Obama es nestizo.,"But the truth is, Obama's got a lot to do with it.","But the truth is, Obama's <<<got a lot to do with it>>>.",3_Partial_hallucination,"1.  Pero lo real es que Obama es nestizo. 
   <<<  Obama's got a lot to do with it. >>>

2.  No_hallucination",,no_hallucination,one,gemma2,false_negative,0.9609548933804036
185,spa_Latn,eng_Latn,"Dado su éxito con los submarinos, desde la guerra no genera confianza que los alemanes sean dueños de grandes cantidades de este tipo de naves.","Given the success of the submarines, there is no doubt that the Germans owned large quantities of them.","Given the success of the submarines, there is no doubt that the Germans owned large quantities of them.",1_No_hallucination,"1.  Given the success of the submarines, there is no doubt that the Germans owned large quantities of them. 
2.  No_hallucination","1.  Given the success of the submarines, there is no doubt that the Germans owned large quantities of them.",no_hallucination,one,gemma2,true_negative,0.933206543326378
186,spa_Latn,eng_Latn,"Los cirujanos contaban con conocimientos sobre distintos sedantes, como la morfina extraída de las semillas de amapola o la escopolamina, obtenida de semillas de beleño.","The surgeons had knowledge of different types of sedation, such as the morphine extracted from the seeds of poppy seeds.","The surgeons had knowledge of different <<<types of>>> sedation, such as the morphine extracted from the seeds of poppy seeds.",2_Small_hallucination,"1. The surgeons had knowledge of different types of sedation, such as the morphine extracted from the seeds of poppy seeds. 
2. No_hallucination","1. The surgeons had knowledge of different types of sedation, such as the morphine extracted from the seeds of poppy seeds.",no_hallucination,one,gemma2,false_negative,0.9442503415048122
187,spa_Latn,eng_Latn,"¿Qué es una célula? Este término deriva del latín cella, que significa «cuarto de tamaño reducido», y fue empleado por primera vez por un microscopista mientras estudiaba la estructura del corcho.","What is a cell? This term is derived from the Latin cell, meaning ""reduced-sized quarter"", and was first used by a microscopist while studying the structure of the cork.","What is a cell? This term is derived from the Latin cell, meaning ""reduced-sized quarter"", and was first used by a microscopist while studying the structure of the cork.",1_No_hallucination,"1. What is a cell? This term is derived from the Latin <""cell"">, meaning ""reduced-sized quarter"", and was first used by a microscopist while studying the structure of the cork. 
2.  No_hallucination","1. What is a cell? This term is derived from the Latin <""cell"">, meaning ""reduced-sized quarter"", and was first used by a microscopist while studying the structure of the cork.",no_hallucination,one,gemma2,true_negative,0.798159271478653
188,spa_Latn,eng_Latn,El imbesil ete dela luna no se entera ni ostias so ijo puta!! esto es un nicho ecológico i no un puto forum dela luna Coño ya!!! agregame: metemelamasadentro_ahsi@hotmail.com acias.,"I don't know if I'm going to be able to do this, but I'm sure it's going to be a good time to talk to you about it.","<<<I don't know if I'm going to be able to do this, but I'm sure it's going to be a good time to talk to you about it>>>.",4_Full_hallucination,"1.  I don't know if I'm going to be able to do this, but I'm sure it's going to be a good time to talk to you about it. 
2. 2_Small_hallucination 


**Explanation:**

The target translation contains ""good time to talk to you about it"".  This phrase is not present in the source sentence and therefore constitutes a hallucination.","1.  I don't know if I'm going to be able to do this, but I'm sure it's going to be a good time to talk to you about it.",small_hallucination,one,gemma2,false_negative,2.0187833309173584
189,spa_Latn,eng_Latn,MURO DE AGUA VETYE A TOMAR POR CULO IGNORANTE,The water wall is about to take on an ignorant backdrop,The water wall <<<is about to>>> take on <<<an>>> ignorant <<<backdrop>>>,3_Partial_hallucination,"1. The water wall is about to take on an ignorant backdrop 
2. Partial_hallucination",1. The water wall is about to take on an ignorant backdrop,partial_hallucination,one,gemma2,false_negative,1.7289034724235537
190,spa_Latn,eng_Latn,Artículo reprobado tras no cumplir con los plazos dados.,The article was rejected after failing to meet the deadline.,The article was rejected after failing to meet the deadline.,1_No_hallucination,"1. Article reprobado tras no cumplir con los plazos dados.
<<< The article was rejected after failing to meet the deadline.>>> 

2_No_hallucination",<<< The article was rejected after failing to meet the deadline.>>>,no_hallucination,one,gemma2,false_positive,0.612221360206604
191,spa_Latn,eng_Latn,"Jajaja, perrín ladrador...","Wow, you barking puppy...","Wow, you barking puppy...",1_No_hallucination,"1. Wow, you barking puppy... 
2. 2_Small_hallucination","1. Wow, you barking puppy...",small_hallucination,one,gemma2,true_negative,1.439658373594284
192,spa_Latn,eng_Latn,"En su discurso, de dos horas, expresó: «Hoy Apple va a reinventar el teléfono. Este día haremos historia».","In his two-hour speech, he said, ""Today, Apple is going to re-invent the phone.","In his two-hour speech, he said, ""Today, Apple is going to re-invent the phone.",1_No_hallucination,"1. In his two-hour speech, he said, ""Today, Apple is going to re-invent the phone.  Este día haremos historia"".

2_Small_hallucination 


**Explanation:** The translation of ""Hoy Apple va a reinventar el teléfono"" (""Today, Apple will reinvention the phone"") is correct and does not contain hallucinations.","1. In his two-hour speech, he said, ""Today, Apple is going to re-invent the phone.  Este día haremos historia"".",small_hallucination,one,gemma2,true_negative,0.527093768119812
193,spa_Latn,eng_Latn,"NO ESTES SABOTEANDO PAGINAS, ESTO ES UNA ADVERTENCIA.)","You're not sabotaging pages, this is a warning.)","You're not sabotaging pages, this is a warning.)",1_No_hallucination,"1. You're not sabotaging pages, this is a warning.)
2. 2_Small_hallucination","1. You're not sabotaging pages, this is a warning.)",small_hallucination,one,gemma2,true_negative,1.639537334442139
194,spa_Latn,eng_Latn,"No obstante, en la actualidad existen artistas del grafiti reconocidos, se celebran eventos de esta disciplina y hay muros «legales». En este contexto, las pinturas de grafiti pueden, con frecuencia, asemejarse más a obras de arte que a etiquetas ilegibles.","However, nowadays there are recognized graffiti artists, there are events of this discipline and there are legal walls.","However, nowadays there are recognized graffiti artists, there are events of this discipline and there are legal walls.",1_No_hallucination,"1.  However, nowadays there are recognized graffiti artists, there are events of this discipline and there are legal walls. 

2_Small_hallucination","1.  However, nowadays there are recognized graffiti artists, there are events of this discipline and there are legal walls.",small_hallucination,one,gemma2,true_negative,1.1372493356466291
195,spa_Latn,eng_Latn,te insisto: no existe ningún vándalo llamado remo y rómulo que te persiga o moleste.,"I'm telling you, there's no such thing as a rocking chair.","I'm telling you, there's no such thing <<<as a rocking chair>>>.",3_Partial_hallucination,"1.  I'm telling you, there's no such thing as a <<<rocking chair>>>

2.  No_hallucination","1.  I'm telling you, there's no such thing as a <<<rocking chair>>>",no_hallucination,one,gemma2,partial_or_different,1.724042534828186
196,spa_Latn,eng_Latn,"Hasta los desiertos más cálidos pueden tornarse dramáticamente fríos durante la noche. Si no cuenta con ropa de abrigo, corre un riesgo real de sufrir de hipotermia.","Even the hottest deserts can become dramatically cold at night, and if you don't have warm clothes, you're at a real risk of hypothermia.","Even the hottest deserts can become dramatically cold at night, and if you don't have warm clothes, you're at a real risk of hypothermia.",1_No_hallucination,"1. Even the hottest deserts can become dramatically cold at night, and if you don't have warm clothes, you're at a real risk of hypothermia. 
2. No_hallucination","1. Even the hottest deserts can become dramatically cold at night, and if you don't have warm clothes, you're at a real risk of hypothermia.",no_hallucination,one,gemma2,true_negative,0.5209593772888184
197,spa_Latn,eng_Latn,"El tipo Pureland es un origami en el que solo se permite realizar pliegue a la vez, no se pueden hacer aquellos que son más complejos, como los inversos, y todos tienen ubicaciones sencillas.","The Puritan style is one in which you can only fold at a time, and you can't fold at the same time, and it's all in the same place.","The Puritan style is one in which you can only fold at a time, and you can't <<<fold at the same time, and it's>>> all <<<in the same>>> place.",3_Partial_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>. 
  The Puritans style is one in which you can only fold at a time, and you can't fold at the same time, and it's all in the same place.

2. 3_Partial_hallucination","The Puritans style is one in which you can only fold at a time, and you can't fold at the same time, and it's all in the same place.",partial_hallucination,one,gemma2,false_negative,1.5449705123901367
198,spa_Latn,eng_Latn,Entrar en su propio vehículo y dar inicio a un extenso viaje por tierra tiene un atractivo intrínseco en su simpleza.,Getting into your own vehicle and embarking on an extensive journey over land has an intrinsic appeal in its simplicity.,Getting into your own vehicle and embarking on an extensive journey over land has an intrinsic appeal in its simplicity.,1_No_hallucination,"1. Getting into your own vehicle and embarking on an extensive journey over land has an intrinsic appeal in its simplicity. 
2. No_hallucination",1. Getting into your own vehicle and embarking on an extensive journey over land has an intrinsic appeal in its simplicity.,no_hallucination,one,gemma2,true_negative,0.6891628205776215
