src_lang,tgt_lang,src_text,mt_text,ground_truth_text,ground_truth_classification,raw_output
eng_Latn,spa_Latn,"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out","Se llamaron a sí mismos los Moriori hubo algunas escaramuzas y al final, los Moriori fueron eliminados","Se llamaron a sí mismos los Moriori hubo algunas escaramuzas y al final, los Moriori fueron eliminados",1_No_hallucination,"1.  Se llamaron a sí mismos los Moriori hubo algunas escaramuzas y al final, los Moriori fueron eliminados <<< >>>. 
2.  3_Partial_hallucination 


**Explanation:**

The translation correctly captures the essence of the source sentence. However, ""eliminados"" might be considered a slight hallucination. It carries a strong implication of being wiped out completely, which is not necessarily reflected in the source.  While not incorrect within the context of the source's meaning, it introduces additional detail beyond what is explicitly stated, so it warrants further evaluation and potentially some justification for the choice of translation."
eng_Latn,spa_Latn,::::: Feel free to send one.,Siéntase libre de enviar uno.,Siéntase libre de enviar uno.,1_No_hallucination,"1. Siéntase libre de enviar uno. <<<  
2. 1_No_hallucination"
eng_Latn,spa_Latn,I am happy that there are people willing to support me.,Me alegro de que haya gente dispuesta a apoyarme.,Me alegro de que haya gente dispuesta a apoyarme.,1_No_hallucination,"1. Me alegro de que haya gente dispuesta a apoyarme. <<< >>>
2. 2_Small_hallucination"
eng_Latn,spa_Latn,== Bridge ==,== Puente ==,== Puente ==,1_No_hallucination,"1.  Puente ==
2.  No_hallucination"
eng_Latn,spa_Latn,"In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.","Además del hielo aplastante, las condiciones climáticas extremas han obstaculizado los esfuerzos de rescate.","Además del hielo aplastante, las condiciones climáticas extremas han obstaculizado los esfuerzos de rescate.",1_No_hallucination,"1.  Además del hielo aplastante, las condiciones climáticas extremas han obstaculizado los esfuerzos de rescate. <<< >>>
2. 2_Small_hallucination 


**Explanation:**

The translation accurately reflects the meaning of the source sentence, with only minor changes to phrasing and vocabulary for better flow in the target language. There is no introduction of completely made-up information or unrelated concepts in the translated text."
eng_Latn,spa_Latn,"April 9, 2014- 01:53 AM",El 9 de abril de 2014 fue el día en el que se produjo el despliegue.,El 9 de abril de 2014 <<<fue el día en el que se produjo el despliegue>>>.,3_Partial_hallucination,"1. El 9 de abril de 2014 fue el día en el que se produjo el despliegue. <<< >>>  
2. No_hallucination"
eng_Latn,spa_Latn,":::Fine by me. cheers,","En mi opinión, es muy bueno.","En mi opinión, es <<<muy>>> bueno.",2_Small_hallucination,"1. En mi opinión, es muy bueno. <<< >>> cheers
2. 2_Small_hallucination"
eng_Latn,spa_Latn,"Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.","Justo después de las 11:00, los manifestantes bloquearon el tráfico en el carro hacia el norte en Whitehall.","Justo después de las 11:00, los manifestantes bloquearon el tráfico en el carro hacia el norte en Whitehall.",1_No_hallucination,"1. Justo después de las 11:00, los manifestantes bloquearon el tráfico en el carro hacia el norte en Whitehall. <<< >>>
2. 3_Partial_hallucination 


**Explanation:**

While the translation captures the general meaning of the source sentence, there is a slight hallucination:  ""bloquearon el tráfico"" literally translates to ""blocked traffic"" in English. The use of this phrase suggests an invention or elaboration not directly present in the source sentence. It creates an unintended nuance in the target sentence."
eng_Latn,spa_Latn,"In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.","En el comienzo de la guerra, la mayoría de ellos viajaban sobre el mar, pero a medida que el radar comenzó a desarrollarse, los submarinos se vieron obligados a ir bajo el agua para no ser vistos.","En el comienzo de la guerra, la mayoría de ellos viajaban sobre el mar, pero a medida que el radar comenzó a desarrollarse, los submarinos se vieron obligados a ir bajo el agua para no ser vistos.",1_No_hallucination,"1. En el comienzo de la guerra, la mayoría de ellos viajaban sobre el mar, pero a medida que el radar comenzó a desarrollarse, los submarinos se vieron obligados a ir bajo el agua para no ser vistos. <<< >>>
2. 3_Partial_hallucination"
eng_Latn,spa_Latn,"At exactly 8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.","Exactamente a las 8:46 de la mañana cayó un silencio en toda la ciudad, marcando el momento exacto en que el primer jet golpeó su objetivo.","Exactamente a las 8:46 de la mañana cayó un silencio en toda la ciudad, marcando el momento exacto en que el primer jet golpeó su objetivo.",1_No_hallucination,"1.  Exactamente a las 8:46 de la mañana cayó un silencio en toda la ciudad, marcando el momento exacto en que el primer jet golpeó su objetivo. <<< >>> **hit its target** <<< 
2. 3_Partial_hallucination"
eng_Latn,spa_Latn,This flight is not the only option if you want to skip the South Pacific and the west coast of South America. (see below),Este vuelo no es la única opción si desea saltarse el Pacífico Sur y la costa oeste de América del Sur.,Este vuelo no es la única opción si desea saltarse el Pacífico Sur y la costa oeste de América del Sur.,1_No_hallucination,"1. Este vuelo no es la única opción si desea saltarse el Pacífico Sur y la costa oeste de América del Sur. <<< >>>
2. 3_Partial_hallucination


**Explanation:**

The target sentence contains a slight hallucination in the phrase ""este vuelo no es la única opción"".  This is not an exact match with the source text and introduces unrelated information about options for travel, particularly mentioning ""salto"" (jump) which is implied but not explicitly mentioned in the source."
eng_Latn,spa_Latn,Translated from http://es.wikipedia.org/wiki/Saga_de_los_Aznar,Traducido desde http://es.wikipedia.org/wiki/Saga_de_los_Aznar,Traducido desde http://es.wikipedia.org/wiki/Saga_de_los_Aznar,1_No_hallucination,"1. Traducido desde http://es.wikipedia.org/wiki/Saga_de_los_Aznar <<< 
2. 1_No_hallucination 


Please note that this response follows the process and format you requested."
eng_Latn,spa_Latn,This page is complete crap.,Esta página es una mierda completa.,Esta página es una mierda completa.,1_No_hallucination,"1. Esta página es una mierda completa. <<< >>>
2. 3_Partial_hallucination"
eng_Latn,spa_Latn,"Bye,","Hasta luego, amigo.","Hasta luego, <<<amigo>>>.",2_Small_hallucination,"1.  Hasta luego, amigo. <<< >>> 
2. 2_Small_hallucination"
eng_Latn,spa_Latn,IM SO GAY I WATCH GFAY PEOPLE LICK THEMSLVES,Por eso veo a la gente que les gusta.,<<<Por eso>>> veo a la gente <<<que les gusta>>>.,3_Partial_hallucination,"1. Por eso veo a la gente que les gusta. <<< >>>GFAY people LICK themslvES 
2. No_hallucination"
eng_Latn,spa_Latn,class = start importance = mid,Clasificación de la clase de trabajo:,<<<Clasificación de la>>> clase <<<de trabajo>>>:,4_Full_hallucination,"1.  Clasificación de la clase de trabajo: 
2.  No_hallucination 


**Explanation:** 
The target sentence ""Clasificación de la clase de trabajo:"" seems to accurately reflect the source sentence's meaning. There are no invented or unrelated words or phrases introduced in the translation."
eng_Latn,spa_Latn,::: I actually am going to walk away.,"De hecho, me voy a ir.","De hecho, me voy a ir.",1_No_hallucination,"1. De hecho, me voy a ir. <<<  <<< going to walk away>>> 
2. 2_Small_hallucination"
eng_Latn,spa_Latn,For English American Presidents the list should stay there since the article is already well developed and complies with the page layout expectations.,Para los presidentes ingleses americanos la lista debería quedarse allí ya que el artículo ya está bien desarrollado y cumple con las expectativas del diseño de la página.,Para los presidentes ingleses americanos la lista debería quedarse allí ya que el artículo ya está bien desarrollado y cumple con las expectativas del diseño de la página.,1_No_hallucination,"1. Para los presidentes ingleses americanos la lista debería quedarse allí ya que el artículo ya está bien desarrollado y cumple con las expectativas del diseño de la página. <<< >>> 
2.  3_Partial_hallucination"
eng_Latn,spa_Latn,You need to notice the victim's position as you approach him or her and any automatic red flags.,Debes notar la posición de la víctima cuando te acerques a él o ella y cualquier bandera roja automática.,Debes notar la posición de la víctima cuando te acerques a él o ella y cualquier bandera roja automática.,1_No_hallucination,"1. Debes notar la posición de la víctima cuando te acerques a él o ella y cualquier bandera roja automática. <<< >
2. 2_Small_hallucination"
eng_Latn,spa_Latn,"After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.","Después de que se hizo evidente que muchas familias buscaban ayuda legal para combatir el desalojo, se realizó una reunión en el Centro de Derechos Humanos de East Bay para las víctimas del desalojo.","Después de que se hizo evidente que muchas familias buscaban ayuda legal para combatir el desalojo, se realizó una reunión en el Centro de Derechos Humanos de East Bay para las víctimas del desalojo.",1_No_hallucination,"1.  Después de que se hizo evidente que muchas familias buscaban ayuda legal para combatir el desalojo, se realizó una reunión en el Centro de Derechos Humanos de East Bay para las víctimas del desalojo. <<< >>>
2. 2_Small_hallucination"
eng_Latn,spa_Latn,"In his notes he used words which some parents considered coarse, and he reportedly used profanity in class.","En sus notas, usaba palabras que algunos padres consideraban difíciles de usar, y según se informaba, usaba blasfemas en la clase.","En sus notas, usaba palabras que algunos padres consideraban <<<difíciles de usar>>>, y según se informaba, usaba blasfemas en la clase.",3_Partial_hallucination,"1. En sus notas, usaba palabras que algunos padres consideraban difíciles de usar, y según se informaba, usaba blasfemas en la clase. <<< >>>
2. 3_Partial_hallucination"
eng_Latn,spa_Latn,Is this really an ornamental plant?,¿Es realmente una planta ornamental?,¿Es realmente una planta ornamental?,1_No_hallucination,"1. ¿Es realmente una planta ornamental?
2. 2_Small_hallucination 


**Explanation:** 

The target sentence does not introduce any invented information or unrelated content to the source sentence. ""Ornamental"" is used in both languages, meaning it is a direct translation of the Spanish term ""ornamental""."
eng_Latn,spa_Latn,"Racist, sexist, homophobic (the non-gay ones of course) - haven't the majority of popes been shameful, hate-filled bigots?","El racismo, el sexo y la homosexualidad, no son los mismos que la mayoría de los papas, sino que son los mismos de los hombres y mujeres que los hombres.","El racismo, el sexo y la homosexualidad, no son <<<los mismos que>>> la mayoría de los papas, <<<sino que son los mismos de los hombres y mujeres que los hombres>>>.",3_Partial_hallucination,"1. El racismo, el sexo y la homosexualidad, no son los mismos que la mayoría de los papas, sino que son los mismos de los hombres y mujeres que los hombres. <<< >>>
2. 3_Partial_hallucination


**Explanation:**

The translation introduces the claim that ""el racismo, el sexo y la homosexualidad"" are the same as ""los hombres y mujeres que los hombres."" This statement is not directly related to the source sentence's claims about the non-gay popes."
eng_Latn,spa_Latn,The arrogance is breath taking.,La arrogancia es respirar.,La arrogancia es respirar.,1_No_hallucination,"1. La arrogancia es respirar. <<<  
2. 3_Partial_hallucination"
eng_Latn,spa_Latn,", leaving a general impression of pointless whinging instead of substantive critique",", dejando una impresión general de la queja sin sentido en lugar de la crítica sustancial",", dejando una impresión general de la queja sin sentido en lugar de la crítica sustancial",1_No_hallucination,"1. , dejando una impresión general de la queja sin sentido en lugar de la crítica sustancial
2. 3_Partial_hallucination 


**Explanation:**

The target sentence contains some elements that introduce unrelated information, such as ""impresión general de la queja sin sentido"".  While the original Spanish text focuses on a ""criticism"", this translation introduces new ideas like ""queja sin sentido"" which are not directly reflected in the source. This falls under partial hallucination."
eng_Latn,spa_Latn,"""We were all simply in shock,"" the mother stated.","La madre dijo: ""Todos estamos en estado de shock.","La madre dijo: ""Todos estamos en estado de shock.",1_No_hallucination,"1. La madre dijo: ""Todos estamos en estado de shock.""
2. 2_Small_hallucination"
eng_Latn,spa_Latn,Following seabed mapping the wreck was found using an ROV.,"Después de hacerse un mapa del fondo del mar, se encontró con un vehículo.","Después de hacerse un mapa del fondo del mar, se encontró con un vehículo.",1_No_hallucination,"1. Después de hacerse un mapa del fondo del mar, se encontró con un vehículo. <<< >>>  se encontró con un vehículo
2. 2_Small_hallucination"
eng_Latn,spa_Latn,i have penis fever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Tengo la fiebre del pene!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Tengo la fiebre del pene!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1_No_hallucination,"1. Tengo la fiebre del pene!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 
2. 3_Partial_hallucination 


**Explanation:**

There are multiple words in the target translation that do not correspond to the source sentence. While there is no clear invention of a whole separate phrase, the introduction of ""febre del pene"" and an inflated amount of exclamation marks create what we would consider partial hallucination as it introduces unneccessary information beyond the literal meaning of the source sentence."
eng_Latn,spa_Latn,No merge.,No hay ninguna mezcla.,No <<<hay ninguna>>> mezcla.,2_Small_hallucination,"1. No hay ninguna mezcla. 
2. No_hallucination"
eng_Latn,spa_Latn,"Uhm, are there more reliable sources (other than interviews and porn sites) certifying her degrees, esp the BSc in Biology?","¿Hay fuentes más fiables que las que muestran sus estudios, como la de la biología y la de las mujeres? - Sí, sí.","¿Hay fuentes más fiables que las que muestran sus estudios, <<<como la de la>>> biología <<<y la de las mujeres? - Sí, sí>>>.",3_Partial_hallucination,"1.  ¿Hay fuentes más fiables que las que muestran sus estudios, como la de la biología y la de las mujeres? - Sí, sí. 
2.  3_Partial_hallucination 


**Explanation:**

The target sentence contains a portion of hallucinated content: ""las que muestran sus estudios, como la de la biología y la de las mujeres?"". Here's why it's considered partial hallucination:

* **Hallucination Element:** The phrase ""las que muestran sus estudios"" is not directly translated or connected to the source sentence. 
* **Source Sentence Focus:** The source sentence focuses on reliable sources for degrees. It seeks evidence of her qualifications (BSc in Biology).

It's a partial hallucination because there are elements that are not logically consistent with the source, but it doesn't create an entirely fabricated part of the target sentence."
eng_Latn,spa_Latn,REDIRECT Talk:Dictionarium Latino Canarense,REDIGIÓN: Diccionario de la lengua canadiense.,REDIGIÓN: Diccionario de la lengua canadiense.,1_No_hallucination,"1. REDIGIÓN: Diccionario de la lengua canadiense. <<< >>>
2. 2_Small_hallucination"
eng_Latn,spa_Latn,"Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.","A pesar de estas acusaciones, Ma ganó fácilmente en una plataforma que abogó por lazos más estrechos con el continente chino.","A pesar de estas acusaciones, Ma ganó fácilmente en una plataforma que abogó por lazos más estrechos con el continente chino.",1_No_hallucination,"1. A pesar de estas acusaciones, Ma ganó fácilmente en una plataforma que abogó por lazos más estrechos con el continente chino. <<< >>>
2. 3_Partial_hallucination 


**Explanation:**

The target sentence contains the phrase ""lazos más estrechos con el continente chino"".  While this phrase translates accurately to ""closer ties with the Chinese mainland"", it is not a direct translation of the source sentence and introduces an additional detail that isn't directly mentioned in the source. This indicates a partial hallucination as there are more than 1 or 2 words introduced in the target sentence that do not correspond."
eng_Latn,spa_Latn,Jesus Christ you are both obnoxious.,"Jesucristo, ambos son desagradables.","Jesucristo, ambos son desagradables.",1_No_hallucination,"1. Jesucristo, ambos son desagradables. <<< >>> 
2. 2_Small_hallucination"
eng_Latn,spa_Latn,"Accordingly, at the finest such establishments one is apt to find the most luxurious bedding, maybe a handmade quilt or an antique bed.","En consecuencia, en los mejores establecimientos de este tipo uno es propenso a encontrar la ropa de cama más lujosa, tal vez una manta hecha a mano o una cama antigua.","En consecuencia, en los mejores establecimientos de este tipo uno es propenso a encontrar la ropa de cama más lujosa, tal vez una manta hecha a mano o una cama antigua.",1_No_hallucination,"1. En consecuencia, en los mejores establecimientos de este tipo uno es propenso a encontrar la ropa de cama más lujosa, tal vez una manta hecha a mano o una cama antigua. <<< >>> 
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"Luxemburgo siempre ha intentado mantenerse como un estado neutral; no obstante, Alemania lo invadió en ambas guerras mundiales.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.",1_No_hallucination,"1. Luxembourg has always tried to remain neutral, but it has been invaded by Germany. <<<  >>>Germany 
2. 2_Small_hallucination 


**Explanation:**

* **""has been invaded by Germany""**: While the sentence is accurate in stating that Germany invaded Luxembourg during world wars, this phrase does not accurately reflect the neutrality of Luxemburg's position. 



Let me know if you have any other translation examples for me to evaluate!"
spa_Latn,eng_Latn,El Servicio de Parques (MINAE) no otorga permisos de ingreso con más de un mes de anticipación a la fecha de arribo prevista.,The Department of Parks and Recreation (Department of Parks & Recreation) does not grant entry permits for more than one month prior to arrival.,The Department of Parks <<<and Recreation (Department of Parks & Recreation)>>> does not grant entry permits for more than one month prior to arrival.,3_Partial_hallucination,"1. The Department of Parks and Recreation (Department of Parks & Recreation) does not grant entry permits for more than one month prior to arrival. <<< >>>
2. 2_Small_hallucination 


**Explanation:**

The target sentence incorporates a small hallucination: ""the Department of Parks and Recreation (Department of Parks & Recreation)"" which is an invention. It's not directly derived from the source sentence, introducing extra wording.  However, the inclusion of the extra phrase doesn't significantly alter the meaning of the original text in its translation."
spa_Latn,eng_Latn,"Mientras escuchábamos a otros contar sus historias personales, de sus familias y de sus formas de organización, recolectamos información de utilidad sobre el pasado y respecto de algunas de las personalidades que tuvieron efectos, sean positivos o negativos, en la cultura de la organización.","As we listened to others tell their personal stories, their families, and their organizational forms, we gathered useful information about the past and about some of the personalities who had an impact, whether positive or negative, on the culture of the organization.","As we listened to others tell their personal stories, their families, and their organizational forms, we gathered useful information about the past and about some of the personalities who had an impact, whether positive or negative, on the culture of the organization.",1_No_hallucination,"1. As we listened to others tell their personal stories, their families, and their organizational forms, we gathered useful information about the past and about some of the personalities who had an impact, whether positive or negative, on the culture of the organization. <<< >>> 
2. No_hallucination"
spa_Latn,eng_Latn,"Tres de los lados de Turquía están rodados por mares: el oeste, por el Mar Egeo; el norte, por el Mar Negro y el sur, por el Mediterráneo.","Three sides of Turkey are surrounded by seas: the west by the Aegean Sea, the north by the Black Sea, and the south by the Mediterranean Sea.","Three sides of Turkey are surrounded by seas: the west by the Aegean Sea, the north by the Black Sea, and the south by the Mediterranean <<<Sea>>>.",2_Small_hallucination,"1.  Three sides of Turkey are surrounded by seas: the west by the Aegean Sea, the north by the Black Sea, and the south by the Mediterranean Sea. <<< >>> 
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"Hola Alex Struv, necesito por favor su ayuda para editar la página Anexo:Premios y nominaciones de Beyoncé.","Hello Alex, I need your help to edit the page for me, too.","Hello Alex, I need your help to edit the page <<<for me, too>>>.",3_Partial_hallucination,"1. Hello Alex, I need your help to edit the page for me, too. <<< >>>  
2. 2_Small_hallucination 


**Explanation:**

The target sentence has a few small changes from the source: ""Hola Alex Struv"" in the target becomes ""Hello Alex"". Additionally, it introduces the phrase ""I need your help to edit the page for me, too."" as an element not present in the source."
spa_Latn,eng_Latn,Recomiendo al sujeto Xavi1992 que deje las drogas y que antes de colocar semejantes aberraciones filológicas e históricas se corte las manos.,I recommend that you stop using drugs and that you cut off your hands before you start using the philanthropy.,I recommend that <<<you>>> stop using drugs and that <<<you>>> cut off your hands before <<<you start using the philanthropy>>>.,3_Partial_hallucination,"1. I recommend that you stop using drugs and that you cut off your hands before you start using the philanthropy. <<< >>>
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"De los cerca de 24 000 meteoritos que se sabe han impactado sobre la Tierra, se ha corroborado que tan solo 34 son de provienen de Marte.","Of the nearly 24,000 meteorites known to have impacted Earth, only 34 have been confirmed to have come from Mars.","Of the nearly 24,000 meteorites known to have impacted Earth, only 34 have been confirmed to have come from Mars.",1_No_hallucination,"1. Of the nearly 24,000 meteorites known to have impacted Earth, only 34 have been confirmed to have come from Mars. <<< >>>
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Pepe me cago en tu alma sos lo peor que ha parido este mundo, sos una mierda deberias dejar de jugar al futbol sos una basura criminal.",You're the worst person in the world. You should stop playing football. You're a criminal.,You're the worst <<<person>>> in the world. You should stop playing football. You're a criminal.,2_Small_hallucination,"1. You're the worst person in the world. You should stop playing football. You're a criminal. <<< >>> 
2. 2_Small_hallucination 


**Explanation:**

The translation attempts to capture the essence of the source sentence, but it does so by removing specific insults and replacing them with generalized statements that lack nuance and context.  However, it is crucial to note that the use of ""criminal"" could be interpreted as a subjective judgment and might not necessarily be accurate or fair in certain contexts."
spa_Latn,eng_Latn,|bgcolor=darkviolet| Eliminado |style= background:skyblue | | Octavio Palacios Futbolista | align= center |18 años | Moreno | style= background:#c33 | Eliminado del Repechaje 2012 | 1 | 0 | 7 días |} Participante mujer.,#bgcolor#darkviolet#eliminated#style=background:skyblue#eighth soccer palaces#align=center#eighteen years#blue#style= background:#c33#eliminate from relegation 2012#1#0#7 days#female participant,#bgcolor#darkviolet#eliminated#style=background:skyblue#eighth soccer palaces#align=center#eighteen years#blue#style= background:#c33#eliminate from relegation 2012#1#0#7 days#female participant,1_No_hallucination,"1.  #bgcolor#darkviolet#eliminated#style=background:skyblue#eighth soccer palaces#align=center#eighteen years#blue#style= background:#c33#eliminate from relegation 2012#1#0#7 days#female participant <<< 
   - 3_Partial_hallucination"
spa_Latn,eng_Latn,Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño-,I don't know what I'm going to do. I'm not going to say anything.,<<<I don't know what I'm going to do. I'm>>> not going to say anything.,3_Partial_hallucination,"1. I don't know what I'm going to do. I'm not going to say anything. <<< Antoño!!!!!!! q se cayen coño- 
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"Algunas de las rocas, muy poco comunes en la Tierra, se venden entre $11 000 y $22 500 dólares por onza, que representa aproximadamente diez veces el precio del oro.","Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.","Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.",1_No_hallucination,"1. Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold. <<< >>>  
2. 3_Partial_hallucination 


**Explanation:**

* **""onza""**: While ""ounce"" is a common unit of weight in English, it's not directly translated as a part of the source sentence (""Roca""). However, there is no hallucinated wording or phrases.  
* **""which is about ten times the price of gold.""**: This phrase contains some information that is unique to the target language and context but also doesn't fully align with the original Spanish.


Let me know if you would like a discussion on any specific element of this translation process!"
spa_Latn,eng_Latn,"Conocemos a numerosos políticos, hombres de ciencia y artistas griegos. Es probable que la figura más famosa de esta cultura sea Homero, el proverbial poeta no vidente escritor de dos poemas, obras maestras de la literatura griega: la Ilíada y la Odisea.","We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - The Book of Common Prayer, by the author.","We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - <<<The Book of Common Prayer, by the author>>>.",3_Partial_hallucination,"1. We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - The Book of Common Prayer, by the author. <<< >>>  - The Book of Common Prayer, by the author. 
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,No tengo correo por ahora porque en general prefiero dedicar el tiempo a lo que puede verse en público.,I don't have the mail right now because I prefer to spend my time in public.,I don't have the mail right now because I prefer to spend my time in public.,1_No_hallucination,"1. I don't have the mail right now because I prefer to spend my time in public. <<<  No tengo correo por ahora porque en general prefiero dedicar el tiempo a lo que puede verse en público. 
2. No_hallucination"
spa_Latn,eng_Latn,"El primer libro del que se tiene conocimiento fue redactado en sánscrito. Después de la compilación de Upanishads, este idioma sencillamente desapareció, por cuestiones de jerarquía.","The first known book was written in Sanskrit, after which the language disappeared due to a number of factors, such as the nature of the language.","The first known book was written in Sanskrit, after which the language disappeared due to <<<a number of factors, such as the nature of the language>>>.",3_Partial_hallucination,"1. The first known book was written in Sanskrit, after which the language disappeared due to a number of factors, such as the nature of the language. <<< >>>  
2. 3_Partial_hallucination 


**Explanation:**

The translation is largely accurate, but there's an element that introduces invented information: **""due to a number of factors, such as the nature of the language.""** This phrase was not present in the source sentence and is an invention by the translator. It adds unnecessary elaboration and creates ambiguity about the reasons for the disappearance of the language."
spa_Latn,eng_Latn,"Hola, yo no puedo ver el contenido que tú no has guardado, como es el de ese enlace que me pones.","Hey, I can't see the content you haven't saved, like that link you're putting me on.","Hey, I can't see the content you haven't saved, like that link you're putting me on.",1_No_hallucination,"1. Hey, I can't see the content you haven't saved, like that link you're putting me on. <<< >>>
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"El 1 de enero comenzaron los problemas, cuando docenas de lugareños presentaron quejas en la oficina de correo de Obanazawa por no haber recibido sus tarjetas tradicionales y usuales de Año Nuevo.","On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.","On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.",1_No_hallucination,"1. On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards. 
2. 2_Small_hallucination 


**Explanation:**

The translation does not include any hallucinations. The target sentence accurately reflects the content of the source sentence. There are no sentences or phrases introduced that are unrelated to the original text."
spa_Latn,eng_Latn,"Netito chupame bien la verga ok , salvadoreño negro de mierda chupa pito , anda mirando a tu mujer que te la andan cojiendo por ahi ok saludos putito","Clean , suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .","Clean, suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .",1_No_hallucination,"1.  Clean , suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife . 
2.  4_Full_hallucination 


**Explanation:** The translation includes direct and explicit hallucinations, as the content does not align with the source sentence. 

Let me know if you would like to explore other translation evaluation examples!"
spa_Latn,eng_Latn,"El equipaje que se descuida se vuelve un objetivo de robos y, al mismo tiempo, atrae la atención de las autoridades, que se encuentran alertas ante posibles amenazas de bomba.","Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.","Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.",1_No_hallucination,"1.  Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats. <<< >>>
2. 3_Partial_hallucination"
